V1	V2
XP_015763192.1	GO:0005615;GO:0005578;GO:0005109;GO:0046872;GO:0009952;GO:0035284;GO:0045165;GO:0042074;GO:0007417;GO:0048263;GO:0009953;GO:0007398;GO:0007492;GO:0001654;GO:0030902;GO:0007498;GO:0001707;GO:0001710;GO:0090090;GO:0060896;GO:0030182;GO:0030903;GO:0090263;GO:0045743;GO:0010628;GO:0036342;GO:2000742;GO:2000053;GO:0001756;GO:0060061;GO:0021512;GO:0016055;GO:0044332;GO:0004540;GO:0008033;GO:0016021;GO:0042765;GO:0004526
XP_015763195.1	GO:0042765;GO:0005887;GO:0016020;GO:0034235;GO:0003923;GO:0016255;GO:0006506
XP_015763197.1	GO:0005739;GO:0005730;GO:0006979;GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0015101;GO:0015226
XP_015763209.1	GO:0016021;GO:0031902;GO:0005765;GO:0034597;GO:0046856
XP_015763211.1	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351;GO:0003676;GO:0008270
XP_015763213.1	GO:0005739;GO:0006364
XP_015763215.1	GO:0005789;GO:0000139;GO:0016021;GO:0005622;GO:0016020;GO:0048471;GO:0005778;GO:0005777;GO:0047499;GO:0004622;GO:0019369;GO:0050482;GO:0008219;GO:0006631;GO:0043651;GO:0034638;GO:0046338;GO:0001516
XP_015763217.1	GO:0005618;GO:0016787;GO:0016798;GO:0005975
XP_015763218.1	GO:0042645;GO:0005739;GO:0005634;GO:0003677;GO:0070584;GO:0016242;GO:0045931
XP_015763219.1	GO:0005938;GO:0060170;GO:0032154;GO:0005737;GO:0030496;GO:0005819;GO:0005525;GO:0051301;GO:0042384;GO:0007067;GO:0007224;GO:0007049;GO:0005524
XP_015763223.1	GO:0005813;GO:0005829;GO:0005654;GO:0005886;GO:0072372;GO:0003382;GO:1903445;GO:1901214
XP_015763225.1	GO:0005737;GO:0005634;GO:0030331;GO:0008469;GO:0048588;GO:0016571;GO:2000134;GO:0032088;GO:0045892;GO:0043065;GO:0045893;GO:0060765
XP_015763227.1	GO:0005759;GO:0005739;GO:0045254;GO:0034604;GO:0016746;GO:0061732;GO:0008152;GO:0008415;GO:0005515;GO:0004149
XP_015763229.1	GO:0005576;GO:0005887;GO:0048471;GO:0005886;GO:0004945;GO:0017046;GO:0048019;GO:0035932;GO:0001974;GO:0007420;GO:0002035;GO:0061049;GO:0007166;GO:0071549;GO:0006883;GO:0021695;GO:0042416;GO:0035640;GO:0007186;GO:0007199;GO:0006954;GO:0035556;GO:0043537;GO:0030308;GO:0048147;GO:0010459;GO:0032304;GO:0051387;GO:0010700;GO:0007263;GO:0090190;GO:0008284;GO:0050715;GO:2001238;GO:0072300;GO:0045429;GO:0051000;GO:0032516;GO:0035815;GO:0045893;GO:0045909;GO:0008217;GO:0035566;GO:0001991;GO:0042990;GO:0002018;GO:0002033
XP_015763236.1	GO:0016021;GO:0016020;GO:0005743;GO:0005739;GO:0005634;GO:0070469;GO:0045155;GO:0020037;GO:0046872;GO:0006122;GO:0033762;GO:0005489;GO:0005746;GO:0006118;GO:0004065
XP_015763239.1	GO:0005829;GO:0005524;GO:0050201;GO:0046835
XP_015763240.1	GO:0005737;GO:0005524;GO:0050201;GO:0046835
XP_015763242.1	GO:0016021;GO:0031966;GO:0005739;GO:0005524;GO:0004176;GO:0004222;GO:0008237;GO:0008270;GO:0007155;GO:0007005;GO:0007399;GO:0006508;GO:0000166;GO:0017111;GO:0016020;GO:0030163;GO:0004249;GO:0008133;GO:0008319;GO:0030402
XP_015763243.1	GO:0005829;GO:0030748;GO:0004790;GO:0009308;GO:0032259;GO:0009636
XP_015763244.1	GO:0005737;GO:0005829;GO:0012505;GO:0019898;GO:0005543;GO:0005057;GO:0016230;GO:0006672;GO:0043065;GO:2000304;GO:0007165
XP_015763245.1	GO:0009986;GO:0070062;GO:0005743;GO:0005759;GO:0005739;GO:0043209;GO:0043204;GO:0005886;GO:0043234;GO:0016597;GO:0042802;GO:0016212;GO:0004069;GO:0080130;GO:0005543;GO:0044822;GO:0030170;GO:0006103;GO:0006532;GO:0006533;GO:0006531;GO:0015908;GO:0019551;GO:0019550;GO:0006536;GO:0006107;GO:0045471
XP_015763246.1	GO:0005737;GO:0005739;GO:0030156
XP_015763249.1	GO:0005813;GO:0000781;GO:0005737;GO:0000784;GO:0005654;GO:0005634;GO:0033063;GO:0005657;GO:0005524;GO:0003677;GO:0008094;GO:0003690;GO:0043015;GO:0000150;GO:0003697;GO:0006281;GO:0000731;GO:0000724;GO:0036297;GO:0000707;GO:0006312;GO:0006289;GO:0007131;GO:0051726;GO:0010212;GO:0000732;GO:0042148;GO:0000723
XP_015763253.1	GO:0005618;GO:0009941;GO:0009570;GO:0005856;GO:0005829;GO:0005739;GO:0005730;GO:0005886;GO:0009506;GO:0005524;GO:0005200;GO:0051301;GO:0009733;GO:0009416;GO:0009611;GO:0048364;GO:0010053;GO:0048767;GO:0009845;GO:0005515
XP_015763256.1	GO:0016021;GO:0005886;GO:0004980
XP_015763260.1	GO:0030054;GO:0034707;GO:0030425;GO:1902711;GO:0005887;GO:0032809;GO:0005886;GO:0045211;GO:0005254;GO:0005230;GO:0004890;GO:0004872;GO:0005215;GO:0008306;GO:0001662;GO:0007420;GO:0007268;GO:0090102;GO:0007214;GO:0060119;GO:0060384;GO:0034220;GO:0043524;GO:0007605;GO:0007165;GO:0006810;GO:0006811;GO:0016021;GO:0016020;GO:0030594
XP_015763262.1	GO:0030054;GO:0034707;GO:1902711;GO:0016020;GO:0045211;GO:0043235;GO:0005254;GO:0005230;GO:0050811;GO:0004890;GO:0007268;GO:0007214;GO:0005216;GO:0006811;GO:0016021;GO:0006810
XP_015763263.1	GO:0030054;GO:0034707;GO:1902711;GO:0005887;GO:0005886;GO:0045211;GO:0008503;GO:0005254;GO:0005230;GO:0004890;GO:0007214;GO:0034220;GO:0007165;GO:0006810;GO:0005216;GO:0006811;GO:0016020;GO:0016021
XP_015763265.1	GO:0030054;GO:0034707;GO:1902711;GO:0005887;GO:0045211;GO:0005254;GO:0005230;GO:0004890;GO:0071420;GO:1902476;GO:0007214
XP_015763289.1	GO:0030054;GO:0034707;GO:0005829;GO:0070062;GO:1902710;GO:1902711;GO:0005887;GO:0016020;GO:0005886;GO:0045211;GO:0005254;GO:0004890;GO:0005237;GO:0071420;GO:0007268;GO:1902476;GO:0090102;GO:0007214;GO:0060119;GO:0060384;GO:0043524;GO:0007605;GO:0051932
XP_015763290.1	GO:0030054;GO:0034707;GO:1902711;GO:0045211;GO:0005254;GO:0005230;GO:0004890
XP_015763291.1	GO:0030054;GO:0034707;GO:1902711;GO:0045211;GO:0005254;GO:0005230;GO:0004890;GO:0007214;GO:0005216;GO:0006811;GO:0016020;GO:0016021;GO:0006810
XP_015763292.1	GO:0005829;GO:0005634;GO:0032797;GO:0034719;GO:0005524;GO:0004004;GO:0003677;GO:0010501;GO:0000387;GO:0003676;GO:0008026;GO:0004386;GO:0004003;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
XP_015763293.1	GO:0005768;GO:0070062;GO:0005794;GO:0045335;GO:0030670;GO:0032588;GO:0005525;GO:0003924;GO:0007030;GO:0090382;GO:0035526;GO:0007264;GO:1901998;GO:0019068;GO:0006886;GO:0015031;GO:0003925
XP_015763294.1	GO:0009986;GO:0009897;GO:0005576;GO:0005615;GO:0030141;GO:0005509;GO:0008015;GO:0042694;GO:0048747;GO:0007517;GO:0007224;GO:0001756;GO:0051146
XP_015763298.1	GO:0005634;GO:0005681;GO:0003729;GO:0000166;GO:0008270;GO:0043065;GO:0000381;GO:0000245;GO:0003676;GO:0005622;GO:0003677;GO:0006306;GO:0008170
XP_015763310.1	GO:0016021;GO:0005887;GO:0030171;GO:0071467;GO:0071294;GO:0015992;GO:0009268;GO:0010043;GO:0005261;GO:0006812;GO:0016020;GO:0007268
XP_015763316.1	GO:0005576;GO:0032580;GO:0016021;GO:0016020;GO:0047238;GO:0046872;GO:0050510;GO:0016757;GO:0060349;GO:0051216;GO:0002063;GO:0030206;GO:0030279;GO:0045880;GO:0009954;GO:0031667;GO:0051923
XP_015763318.1	GO:0005524;GO:0004715;GO:0004672;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674;GO:0005007
XP_015763319.1	GO:0005887;GO:0005328;GO:0005298;GO:0015820;GO:0015804;GO:0015824;GO:0006836;GO:0016020;GO:0005330;GO:0007268
XP_015763330.1	GO:0005892;GO:0030054;GO:0045211;GO:0042166;GO:0004889;GO:0022848;GO:0005262;GO:0050910;GO:0042472;GO:0007204;GO:0007271;GO:0006811;GO:0016020;GO:0030594;GO:0005230;GO:0016021;GO:0006810;GO:0015464
XP_015763334.1	GO:0005759;GO:0005763;GO:0005739;GO:0005654;GO:0044822;GO:0003735;GO:0008637
XP_015763335.1	GO:0005737
XP_015763337.1	GO:0009986;GO:0005788;GO:0005578;GO:0004222;GO:0008237;GO:0008270;GO:0071773;GO:0071347;GO:0071356;GO:0032331;GO:0036066;GO:0051603
XP_015763346.1	GO:0005634;GO:0003677;GO:0003700;GO:0006355;GO:0006351;GO:0004623;GO:0005509;GO:0016042
XP_015763350.1	GO:0005737;GO:0000790;GO:0005634;GO:0031298;GO:0003677;GO:0044770;GO:0051301;GO:0000076;GO:0031573;GO:0007067;GO:0008284;GO:0033262;GO:0043111;GO:0048478
XP_015763352.1	GO:0002244
XP_015763353.1	GO:0005739;GO:0005777;GO:0008111;GO:0006699;GO:0008206;GO:0006631;GO:0008152
XP_015763355.1	GO:0046872;GO:0008175;GO:0030488
XP_015763359.1	GO:0071013;GO:0005737;GO:0070062;GO:0005654;GO:0005634;GO:0044822;GO:0071347;GO:0071222;GO:0071356;GO:0045087;GO:0006397;GO:0007275;GO:0032688;GO:0032717;GO:0031665;GO:0032088;GO:0001933;GO:0034122;GO:0032720;GO:0060339;GO:0008380;GO:0005761;GO:0006915;GO:0015935;GO:1900119;GO:0006412
XP_015763361.1	GO:0016021;GO:0005886;GO:0004930;GO:0007166;GO:0042462;GO:0007154
XP_015763366.1	GO:0005743;GO:0005759;GO:0005525;GO:0043024;GO:0019843;GO:0000028
XP_015763367.1	GO:0016021;GO:0044354;GO:0045335;GO:0046872;GO:0006972;GO:0009408;GO:0006979;GO:0007165;GO:0006950
XP_015763371.1	GO:0005789;GO:0016021;GO:0000254;GO:0001567;GO:0005506;GO:0008395;GO:0035754;GO:0008203;GO:0006633;GO:0016126
XP_015763374.1	GO:0005576;GO:0016020;GO:0016491;GO:0008152
XP_015763386.1	GO:0030014;GO:0030015;GO:0000932;GO:0005634;GO:0031047;GO:0033147;GO:0017148;GO:0000288;GO:2000036;GO:0006355;GO:0006351;GO:0001829;GO:0030528;GO:0045449
XP_015763387.1	GO:0043231;GO:0031988;GO:0016192
XP_015763392.1	GO:0005655;GO:0046872;GO:0004526;GO:0008033
XP_015763395.1	GO:0005634;GO:0043565;GO:0030154;GO:0007399;GO:0006355;GO:0006351;GO:0003677;GO:0003700
XP_015763399.1	GO:0005634;GO:0043565;GO:0001502;GO:0035726;GO:0021516;GO:0021889;GO:0007389;GO:0045595;GO:0010468;GO:0006355;GO:0006351;GO:0003677;GO:0003700
XP_015763414.1	GO:0005634;GO:0006974;GO:0006950;GO:0006979
XP_015763415.1	GO:0016491
XP_015763416.1	GO:0005634;GO:0005524;GO:0006974;GO:0002377;GO:0030890;GO:0048304;GO:1901990;GO:0000166;GO:0017111
XP_015763418.1	GO:0070062;GO:0016020;GO:0008466;GO:0046872;GO:0005978;GO:0016051;GO:0016758
XP_015763420.1	GO:0005829;GO:0000145;GO:0005886;GO:0006887;GO:0015031
XP_015763428.1	GO:0005737;GO:0005925;GO:0005654;GO:0003677;GO:0000977;GO:0003700;GO:0001228;GO:0008283;GO:0045944;GO:0006355
XP_015763429.1	GO:0005634;GO:0000975;GO:0003700;GO:0008283;GO:0006351
XP_015763430.1	GO:0016021;GO:0031227;GO:0044232;GO:0005886;GO:0008289;GO:0046872;GO:0006869;GO:0004048;GO:0004449
XP_015763432.1	GO:0005634;GO:0003677;GO:0006355;GO:0006351
XP_015763437.1	GO:0005794;GO:0032580;GO:0000139;GO:0016021;GO:0046920;GO:0021799;GO:0009790;GO:0009566;GO:0030097;GO:0042355;GO:0007399;GO:0097150;GO:0006457;GO:0006486;GO:0006487;GO:0006605;GO:0042060
XP_015763438.1	GO:0005737;GO:0005829;GO:0043231;GO:0005634;GO:0005886;GO:0005158;GO:0005159;GO:0043548;GO:0042169;GO:0004871;GO:0008286;GO:0048009;GO:0019216
XP_015763444.1	GO:0005737;GO:0005829;GO:0016020;GO:0005654;GO:0005545;GO:0080025;GO:0032266;GO:0070273;GO:0010314;GO:0061458
XP_015763445.1	GO:0016491;GO:0006118;GO:0015036
XP_015763463.1	GO:0031461;GO:0005737;GO:0005634;GO:0016567;GO:0010265
XP_015763469.1	GO:0005576;GO:0005509;GO:0004623;GO:0016042
XP_015763471.1	GO:0016021
XP_015763474.1	GO:0009986;GO:0005789;GO:0005576;GO:0000139;GO:0005887;GO:0016020;GO:0005654;GO:0005634;GO:0005886;GO:0043235;GO:0005509;GO:0004872;GO:0038049;GO:0009887;GO:0006915;GO:0060413;GO:0046849;GO:0007050;GO:0001709;GO:0016049;GO:0030097;GO:0002315;GO:0007275;GO:0043066;GO:0008285;GO:0007399;GO:0061314;GO:0007219;GO:0046579;GO:0003184;GO:0050793;GO:0006355;GO:0019827;GO:0006367
XP_015763475.1	GO:0009986;GO:0005829;GO:0005576;GO:0005887;GO:0005634;GO:0005886;GO:0005509;GO:0004872;GO:0009887;GO:0007050;GO:0001709;GO:0016049;GO:0002315;GO:0008285;GO:0007219;GO:0046579;GO:0050793;GO:0006355;GO:0042246;GO:0006351;GO:0007155
XP_015763491.1	GO:0005737;GO:0016021;GO:0005886;GO:0004946;GO:0001584;GO:0007186;GO:0003676
XP_015763496.1	GO:0005737;GO:0005829;GO:0005783;GO:0005654;GO:0005634;GO:0031090;GO:0043248;GO:0030163
XP_015763498.1	GO:0005634;GO:0043565;GO:0003700;GO:0007275;GO:0006351;GO:0003677;GO:0006355
XP_015763499.1	GO:0005634;GO:0042393;GO:0006974;GO:0010835
XP_015763500.1	GO:0005887;GO:0008020;GO:0009881;GO:0071482;GO:0007186;GO:0007602;GO:0018298;GO:0007601;GO:0001584;GO:0016021;GO:0007600
XP_015763502.1	GO:0005798;GO:0005886;GO:0006893;GO:0002226;GO:0009682
XP_015763503.1	GO:0005576;GO:0003824
XP_015763504.1	GO:0005576;GO:0003824
XP_015763505.1	GO:0005829;GO:0005789;GO:0070062;GO:0005770;GO:0005764;GO:0042470;GO:0045335;GO:0030670;GO:0005886;GO:0032588;GO:0030133;GO:0019003;GO:0005525;GO:0003924;GO:0052405;GO:0045921;GO:0015031;GO:0032880;GO:0042147;GO:0007264;GO:0006886;GO:0003925
XP_015763506.1	GO:0070062;GO:0005622;GO:0005886
XP_015763509.1	GO:0045177;GO:0035577;GO:0030054;GO:0009986;GO:0005789;GO:0070062;GO:0016021;GO:0030027;GO:0031902;GO:0005765;GO:0043005;GO:0048471;GO:0045335;GO:0030670;GO:0005886;GO:0031091;GO:0031143;GO:0031201;GO:0045202;GO:0005802;GO:0030658;GO:0005484;GO:0000149;GO:0017156;GO:0006897;GO:0008333;GO:0043308;GO:0006888;GO:0006887;GO:0043001;GO:0043320;GO:0043312;GO:0006911;GO:0050775;GO:1903595;GO:1900483;GO:0035493;GO:0006906;GO:0016192
XP_015763514.1	GO:0005739
XP_015763517.1	GO:0005680;GO:0051301;GO:0007067;GO:0090266
XP_015763519.1	GO:0031463;GO:0005737;GO:0005856;GO:0016567;GO:0005515
XP_015763520.1	GO:0005759;GO:0005525;GO:0003924;GO:0009236;GO:0009235;GO:0019626
XP_015763521.1	GO:0016021;GO:0005765;GO:0055085
XP_015763528.1	GO:0005913;GO:0005829;GO:0030274;GO:0034332;GO:0007155;GO:0007165
XP_015763533.1	GO:0005773;GO:0004559;GO:0030246;GO:0008270;GO:0006013;GO:0006517;GO:0001584;GO:0007186;GO:0016021;GO:0003676
XP_015763534.1	GO:0005737
XP_015763538.1	GO:0004843;GO:0016579;GO:0006511;GO:0004197;GO:0004221;GO:0007268;GO:0048167
XP_015763541.1	GO:0005736;GO:0005730;GO:0005654;GO:0005634;GO:0003677;GO:0003899;GO:0045815;GO:0001189;GO:0009303;GO:0006363;GO:0006362;GO:0006361;GO:0006350;GO:0003900;GO:0003901;GO:0003902
XP_015763542.1	GO:0005925;GO:0030027;GO:0005886;GO:0030017;GO:0005524;GO:0004674;GO:0004672;GO:0006468;GO:0004713;GO:0004715
XP_015763551.1	GO:0005739;GO:0005654;GO:0005525;GO:0003924;GO:0044822;GO:0043024;GO:0008135;GO:0003743;GO:0070124;GO:0032790;GO:0006413;GO:0006412
XP_015763552.1	GO:0005759;GO:0005739;GO:0005654;GO:0005525;GO:0003924;GO:0044822;GO:0043024;GO:0008135;GO:0003743;GO:0070124;GO:0032790
XP_015763554.1	GO:0046872;GO:0016702;GO:0003834
XP_015763555.1	GO:0002161
XP_015763573.1	GO:0005737;GO:0005794;GO:0005634;GO:0048471;GO:0046872;GO:0044822;GO:0043565;GO:0003697;GO:0030154;GO:0007275;GO:0007283
XP_015763576.1	GO:0005737;GO:0005634;GO:0005524;GO:0004674;GO:0018105;GO:0008360;GO:0021762
XP_015763577.1	GO:0043053;GO:0035882
XP_015763578.1	GO:0005604;GO:0007155
XP_015763580.1	GO:0034464;GO:0005813;GO:0036064;GO:0060170;GO:0005929;GO:0005829;GO:0001103;GO:0042384;GO:0048560;GO:0015031;GO:0050893
XP_015763583.1	GO:0071944;GO:0009897;GO:0016021;GO:0005886;GO:0005509;GO:0004930;GO:0002250;GO:0007166
XP_015763584.1	GO:0005634;GO:0000987;GO:0046872;GO:0042803;GO:0003700;GO:0007548
XP_015763585.1	GO:0000244
XP_015763586.1	GO:0005576;GO:0030246;GO:0005529
XP_015763590.1	GO:0005761;GO:0005763;GO:0005739;GO:0044822;GO:0003735;GO:0032543;GO:0006412
XP_015763591.1	GO:0031672;GO:0042470;GO:0048471;GO:0030018;GO:0005524;GO:0030235;GO:0050900;GO:0007517;GO:0030239;GO:0045429;GO:0006457;GO:0010038;GO:0006950;GO:0048769;GO:0030241;GO:0030240;GO:0014866;GO:0071688;GO:0051082;GO:0033554;GO:0061077
XP_015763592.1	GO:0005737;GO:0005634;GO:0003677;GO:0003910;GO:0051287;GO:0003950;GO:0008270;GO:1990966;GO:0051103;GO:0006273;GO:0070212;GO:0006471
XP_015763594.1	GO:0005634;GO:0044822;GO:0003723;GO:0000398;GO:0003676
XP_015763596.1	GO:0005737;GO:0005634;GO:0005524;GO:0035175;GO:0000287;GO:0043987;GO:0043988;GO:0035556;GO:0045944;GO:0004867;GO:0004672;GO:0006468;GO:0004674;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0006950;GO:0033554;GO:0006412
XP_015763599.1	GO:0097362;GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0007049;GO:0006974;GO:0006260;GO:0000724;GO:0006270;GO:0008094;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
XP_015763600.1	GO:0005096;GO:0046982;GO:0090630;GO:0051056
XP_015763601.1	GO:0016021;GO:0005886;GO:0005524;GO:0042626;GO:0006810;GO:0016887;GO:0000166;GO:0017111;GO:0005254;GO:0006811;GO:0016020
XP_015763602.1	GO:0005634;GO:0003677;GO:0003899;GO:0006366
XP_015763610.1	GO:0005622;GO:0005525;GO:0007264
XP_015763618.1	GO:0005789;GO:0016021;GO:0005739;GO:0040008
XP_015763621.1	GO:0005788;GO:0001948;GO:0030433
XP_015763636.1	GO:0005743;GO:0005763;GO:0003735;GO:0032543;GO:0070125;GO:0070124;GO:0006412
XP_015763647.1	GO:0005737;GO:0008233;GO:0060027
XP_015763648.1	GO:0016021;GO:0031966;GO:0005739;GO:0009060;GO:0033617
XP_015763649.1	GO:0005686
XP_015763650.1	GO:0008180;GO:0005737;GO:0005654;GO:0010388;GO:0001701;GO:0006511
XP_015763652.1	GO:0005639;GO:0000784;GO:0003677;GO:0070197;GO:0045141;GO:0007129
XP_015763654.1	GO:0008180;GO:0005737;GO:0010388;GO:0006511
XP_015763655.1	GO:0005763;GO:0005739;GO:0003735;GO:0032543;GO:0006412
XP_015763663.1	GO:0005737;GO:0005829;GO:0097504;GO:0005622;GO:0005730;GO:0005634;GO:0032797;GO:0034719;GO:0005681;GO:0000245;GO:0000387
XP_015763670.1	GO:0005789;GO:0005524;GO:0004674;GO:0004712;GO:0071281;GO:0009873;GO:0009686;GO:0010105;GO:0046777;GO:2000069;GO:2000035;GO:0048510;GO:0009723;GO:0009750;GO:0001666;GO:0009744;GO:0010182
XP_015763677.1	GO:0005776;GO:0030136;GO:0005769;GO:0030139;GO:0005768;GO:0030897;GO:0005770;GO:0031902;GO:0005765;GO:0005764;GO:0000166;GO:0030674;GO:0019904;GO:0019905;GO:0008270;GO:0006914;GO:0034058;GO:0007032;GO:0008333;GO:0006886;GO:0007040;GO:1903364;GO:2000643;GO:1903955;GO:1902115;GO:0031647;GO:0035542;GO:0006904
XP_015763680.1	GO:0005887;GO:0042802;GO:0007156;GO:0048812
XP_015763689.1	GO:0016021;GO:0005554
XP_015763700.1	GO:0070062;GO:0005887;GO:0005622;GO:0005886;GO:0043235;GO:0004725;GO:0005088;GO:0005001;GO:0007411;GO:0008286;GO:0000165;GO:0006470;GO:0004721
XP_015763703.1	GO:0005737;GO:0005634;GO:0004842;GO:0000209;GO:0042787;GO:0005622;GO:0006464;GO:0006512;GO:0008766;GO:0016881;GO:0018169;GO:0010992
XP_015763709.1	GO:0005737;GO:0036464;GO:0005739;GO:0005524;GO:0004004;GO:0003677;GO:0004386;GO:0007059;GO:0010468;GO:0010501;GO:0006413
XP_015763715.1	GO:0005737;GO:0005783;GO:0005789;GO:0016021;GO:0005634;GO:0098793;GO:0031490;GO:0001047;GO:0003677;GO:0001158;GO:0046982;GO:0000977;GO:0043565;GO:0003700;GO:0060612;GO:0001525;GO:0006915;GO:0030154;GO:0071230;GO:0071236;GO:0071498;GO:0042149;GO:0071353;GO:0071499;GO:0071222;GO:0071375;GO:0035356;GO:0042632;GO:0030968;GO:0001935;GO:0055089;GO:0001889;GO:0007517;GO:0043066;GO:1902236;GO:0045579;GO:0045600;GO:2000347;GO:0002639;GO:1903489;GO:0045348;GO:1900100;GO:0045582;GO:0045944;GO:0006990;GO:0031648;GO:0010506;GO:0006355;GO:0042493;GO:0051602;GO:1990418;GO:0060096;GO:0055092;GO:0006366;GO:0006511
XP_015763716.1	GO:0005578;GO:0030247;GO:0005044;GO:0006955
XP_015763719.1	GO:0005840;GO:0003735;GO:0006414
XP_015763721.1	GO:0005737;GO:0005524;GO:0006457;GO:0005515;GO:0044267;GO:0003763
XP_015763724.1	GO:0005604;GO:0005615;GO:0005578;GO:0005201;GO:0008201;GO:0045340;GO:0002020;GO:0006953;GO:0001525;GO:0001775;GO:0007160;GO:1904385;GO:1904646;GO:0071773;GO:0071333;GO:0071347;GO:0071222;GO:0071288;GO:0036120;GO:0071380;GO:0071560;GO:0035924;GO:0030198;GO:0008347;GO:0043066;GO:0001503;GO:0030335;GO:0050921;GO:0008360;GO:0014823;GO:0042493;GO:0051384;GO:0010039;GO:0002931;GO:0010193;GO:0009611
XP_015763725.1	GO:0030118;GO:0030132;GO:0030130;GO:0071439;GO:0030669;GO:0030136;GO:0005829;GO:0036020;GO:0070062;GO:0031012;GO:1903561;GO:0005925;GO:0043231;GO:0042470;GO:0016020;GO:1990498;GO:0005886;GO:0043234;GO:0005819;GO:0032588;GO:0032051;GO:0003725;GO:0044822;GO:0019901;GO:0005198;GO:0019886;GO:0006886;GO:0007067;GO:1900126;GO:1903077;GO:0001649;GO:0031623;GO:0006898;GO:0060236;GO:0042147;GO:0033572;GO:0060071
XP_015763728.1	GO:0016021;GO:0005743;GO:0006839
XP_015763735.1	GO:0016592;GO:0001104;GO:0003713;GO:0001824;GO:0045944;GO:0019827;GO:0006351;GO:0006366
XP_015763736.1	GO:0005739;GO:0005524;GO:0008817;GO:0009236;GO:0009235
XP_015763737.1	GO:0005694;GO:0016607;GO:0018024;GO:0000166;GO:0003723;GO:0006355;GO:0006351;GO:0040029;GO:0016570
XP_015763746.1	GO:0005794;GO:0000139;GO:0016021;GO:0005654;GO:0005524;GO:0016301;GO:0046872;GO:0016773;GO:1903955
XP_015763770.1	GO:0009986;GO:0005769;GO:0016021;GO:0005886;GO:0055037;GO:0005509;GO:0031589;GO:0006909
XP_015763777.1	GO:0005737;GO:0005524;GO:0004111;GO:0004674;GO:0004702;GO:0035556;GO:0043066;GO:0006468;GO:0046328;GO:0004672;GO:0004713;GO:0003774;GO:0016459;GO:0008570
XP_015763780.1	GO:0005634;GO:0043010;GO:0006355;GO:0046549;GO:0006351;GO:0001104;GO:0006366
XP_015763781.1	GO:0031012;GO:0019898;GO:0016021;GO:0030658;GO:0042589;GO:0005044;GO:0035375;GO:0030154;GO:0007275;GO:0015031;GO:0043627;GO:0010033;GO:0009611;GO:0042246
XP_015763787.1	GO:0005783;GO:0005789;GO:0070062;GO:0016021;GO:0016787;GO:0007498;GO:0010883;GO:0032526;GO:0003824
XP_015763790.1	GO:0005930;GO:0036064;GO:0005929;GO:0005737;GO:0030992;GO:0005871;GO:0005874;GO:0015630;GO:1990075;GO:0032391;GO:0005524;GO:0008574;GO:0003777;GO:0030030;GO:0042073;GO:0007018;GO:0007017;GO:0022008;GO:0031503;GO:0016192;GO:0005875
XP_015763791.1	GO:0000139;GO:0016021;GO:0015031
XP_015763792.1	GO:0005737;GO:0001662
XP_015763794.1	GO:0008270
XP_015763800.1	GO:0005829;GO:0004303;GO:0047045;GO:0006706;GO:0008152;GO:0016491;GO:0003858
XP_015763803.1	GO:0030054;GO:0009986;GO:0030425;GO:0008328;GO:0043005;GO:0032589;GO:0043025;GO:0097038;GO:0005886;GO:0014069;GO:0045211;GO:0055037;GO:0045202;GO:0004971;GO:0019899;GO:0005234;GO:0004970;GO:0008344;GO:0008306;GO:0007631;GO:0043056;GO:0046959;GO:0006972;GO:0035235;GO:0043058;GO:0009612;GO:0050913;GO:0007614;GO:0035249;GO:0001966
XP_015763804.1	GO:0016021;GO:0004970;GO:0005215;GO:0006810;GO:0005234;GO:0016020;GO:0004872;GO:0005216;GO:0006811;GO:0005267;GO:0006813
XP_015763809.1	GO:0009986;GO:0005911;GO:0005814;GO:0036064;GO:0005886;GO:0072372;GO:0070740;GO:0035082;GO:0042384;GO:0018095;GO:0015031;GO:0016337
XP_015763811.1	GO:0005576;GO:0005615;GO:0052689;GO:0042446;GO:0015705;GO:0031641;GO:0007165;GO:0030878;GO:0042403
XP_015763817.1	GO:0004843;GO:0035871;GO:1990167;GO:0035523;GO:1990168
XP_015763823.1	GO:0031225;GO:0045177;GO:0016324;GO:0070062;GO:0005615;GO:0031528;GO:0005886;GO:0043027;GO:0016805;GO:0008239;GO:0034235;GO:0070573;GO:0008235;GO:0072341;GO:0008270;GO:0016999;GO:0072340;GO:0071277;GO:0035690;GO:0071732;GO:0006749;GO:0050667;GO:0006691;GO:0043066;GO:0030336;GO:0043154;GO:0006805
XP_015763825.1	GO:0031225;GO:0005886;GO:0008061;GO:0004568;GO:0006032;GO:0000272
