emblId	Go_terms
ENSDARG00000040738	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000040741	GO:0005249;GO:0005737;GO:0006813;GO:0016021;GO:0055085
ENSDARG00000040747	GO:0003674;GO:0016020;GO:0016021;GO:0031018;GO:0090104;GO:2000077;GO:2000227
ENSDARG00000040764	GO:0005634;GO:0005737;GO:0045664;GO:0045892;GO:0046983;GO:0050768
ENSDARG00000040765	GO:0001588;GO:0001963;GO:0004871;GO:0004930;GO:0004952;GO:0005887;GO:0007165;GO:0007186;GO:0007191;GO:0007612;GO:0016020;GO:0016021;GO:0035240;GO:0060158
ENSDARG00000040777	GO:0005125;GO:0005160;GO:0005179;GO:0005576;GO:0005615;GO:0008083;GO:0010862;GO:0040007;GO:0042981;GO:0043408;GO:0048468;GO:0060395
ENSDARG00000040778	GO:0000166;GO:0001525;GO:0003924;GO:0005525;GO:0005886;GO:0007165;GO:0007264;GO:0007265;GO:0016020
ENSDARG00000040779	GO:0003713;GO:0016592;GO:0045893
ENSDARG00000040781	GO:0001517;GO:0001537;GO:0004394;GO:0005575;GO:0008146;GO:0016232;GO:0016740;GO:0017095;GO:0018721;GO:0018722;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0019111;GO:0034930;GO:0050694;GO:0050698;GO:0051922;GO:0080131
ENSDARG00000040799	GO:0005179;GO:0005576;GO:0005615;GO:0007166;GO:0007267;GO:0030334
ENSDARG00000040803	GO:0016020;GO:0016021
ENSDARG00000040812	GO:0035091
ENSDARG00000040815	GO:0005576;GO:0007275
ENSDARG00000040816	GO:0001604;GO:0004871;GO:0004930;GO:0005887;GO:0007165;GO:0007186;GO:0007200;GO:0007218;GO:0016020;GO:0016021
ENSDARG00000040841	GO:0004871;GO:0004930;GO:0004935;GO:0004938;GO:0005886;GO:0005887;GO:0007165;GO:0007186;GO:0007194;GO:0007267;GO:0016020;GO:0016021;GO:0071880
ENSDARG00000040853	GO:0000164;GO:0005634;GO:0005737;GO:0019903;GO:0046579
ENSDARG00000040854	GO:0005575;GO:0006464;GO:0015031
ENSDARG00000040869	GO:0003824;GO:0004850;GO:0005737;GO:0009116;GO:0009166;GO:0016740;GO:0016757;GO:0016763;GO:0044206
ENSDARG00000040874	GO:0005856
ENSDARG00000040890	GO:0004161;GO:0004337;GO:0005737;GO:0008299;GO:0016740;GO:0045337
ENSDARG00000040898	GO:0005886;GO:0005911;GO:0009986;GO:0016020;GO:0016021;GO:0016337
ENSDARG00000040901	GO:0004871;GO:0004930;GO:0005887;GO:0007165;GO:0007186;GO:0007187;GO:0007218;GO:0007268;GO:0016020;GO:0016021;GO:0042923;GO:0043005
ENSDARG00000040902	GO:0004871;GO:0004930;GO:0005887;GO:0007165;GO:0007186;GO:0007187;GO:0007218;GO:0007268;GO:0016020;GO:0016021;GO:0042923;GO:0043005
ENSDARG00000040907	GO:0005179;GO:0005576
ENSDARG00000040910	GO:0016020;GO:0016021;GO:0048916;GO:0048922;GO:0060872
ENSDARG00000040911	GO:0003677;GO:0005634;GO:0006355;GO:0043565
ENSDARG00000040912	GO:0005783;GO:0005789;GO:0006621;GO:0006810;GO:0015031;GO:0016020;GO:0016021;GO:0016192;GO:0046923
ENSDARG00000040917	GO:0001076;GO:0003677;GO:0003712;GO:0003713;GO:0005634;GO:0006357;GO:0016513;GO:0030018;GO:0030097;GO:0045214;GO:0046982;GO:0048769;GO:0060047
ENSDARG00000040920	GO:0001755;GO:0005615;GO:0016020;GO:0016021;GO:0030215;GO:0030335;GO:0038191;GO:0045499;GO:0048843;GO:0050919;GO:0071526
ENSDARG00000040925	GO:0005102;GO:0005109;GO:0005576;GO:0005578;GO:0005615;GO:0007275;GO:0016055;GO:0030182;GO:0030917;GO:0045165;GO:0060070
ENSDARG00000040930	GO:0035556
ENSDARG00000040946	GO:0001764;GO:0003700;GO:0006355;GO:0007400;GO:0007403;GO:0014003;GO:0021514;GO:0021520;GO:0021522;GO:0021742;GO:0021754;GO:0021778;GO:0030182;GO:0042552;GO:0046983;GO:0048666;GO:0048709;GO:0050769;GO:0071542
ENSDARG00000040948	GO:0003700;GO:0006355;GO:0014003;GO:0046983;GO:0048663;GO:0048709
ENSDARG00000040955	GO:0001947;GO:0003140;GO:0003143;GO:0003677;GO:0005634;GO:0006355;GO:0007368;GO:0009880;GO:0014028;GO:0030903;GO:0033504;GO:0043565;GO:0045743;GO:0048319;GO:0048320;GO:0048592;GO:0060061;GO:0061053;GO:2000223
ENSDARG00000040959	GO:0000166;GO:0005525;GO:0007264
ENSDARG00000040965	GO:0005484;GO:0005886;GO:0016082;GO:0019905;GO:0030054;GO:0031201;GO:0031629;GO:0043005;GO:0045202
ENSDARG00000040966	GO:0005634;GO:0006915
ENSDARG00000040971	GO:0000045;GO:0000421;GO:0000422;GO:0005829;GO:0006914;GO:0006995
ENSDARG00000040982	GO:0005102;GO:0005576;GO:0007399;GO:0008083
ENSDARG00000040984	GO:0000166;GO:0005524;GO:0005575
ENSDARG00000040988	GO:0003824;GO:0004807;GO:0005829;GO:0006094;GO:0006096;GO:0006098;GO:0008152;GO:0016853;GO:0019563;GO:0046166
ENSDARG00000040990	GO:0000082;GO:0004197;GO:0004843;GO:0006508;GO:0006511;GO:0007049;GO:0007067;GO:0008233;GO:0008234;GO:0016579;GO:0016787;GO:0021551;GO:0035871;GO:0036459;GO:0051301;GO:0071108
ENSDARG00000041003	GO:0004871;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896
ENSDARG00000041005	GO:0004871;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896
ENSDARG00000041006	GO:0001574;GO:0003824;GO:0003836;GO:0005794;GO:0006486;GO:0008373;GO:0009311;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0018279;GO:0030173
ENSDARG00000041019	GO:0004871;GO:0004888;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896;GO:0050907
ENSDARG00000041024	GO:0004871;GO:0004888;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896;GO:0050907
ENSDARG00000041030	GO:0004871;GO:0004888;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896;GO:0050907
ENSDARG00000041033	GO:0004871;GO:0004888;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896;GO:0050907
ENSDARG00000041034	GO:0004871;GO:0004888;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896;GO:0050907
ENSDARG00000041040	GO:0003674;GO:0006506;GO:0016020;GO:0016021
ENSDARG00000041041	GO:0002281;GO:0002522;GO:0004871;GO:0004930;GO:0004945;GO:0007165;GO:0007186;GO:0009617;GO:0016020;GO:0016021;GO:0048246;GO:0070098
ENSDARG00000041051	GO:0005634;GO:0005737;GO:0005856;GO:0005874
ENSDARG00000041060	GO:0005575;GO:0008150;GO:0030246
ENSDARG00000041062	GO:0005509;GO:0005634;GO:0005829;GO:0043005;GO:0045202;GO:0051480
ENSDARG00000041065	GO:0005634;GO:0005737;GO:0009408;GO:0014881;GO:0046685
ENSDARG00000041068	GO:0003824;GO:0004069;GO:0005739;GO:0006520;GO:0006533;GO:0008483;GO:0009058;GO:0016740;GO:0030170;GO:0042802;GO:0080130
ENSDARG00000041071	GO:0002376;GO:0002446;GO:0003674;GO:0005783;GO:0005789;GO:0006810;GO:0007029;GO:0015031;GO:0016020;GO:0016021;GO:0016192;GO:0030223;GO:0038158;GO:0050832;GO:1990266
ENSDARG00000041072	GO:0003677;GO:0004871;GO:0005634;GO:0007165;GO:0017053
ENSDARG00000041073	GO:0008152;GO:0016491
ENSDARG00000041078	GO:0005575
ENSDARG00000041080	GO:0003676;GO:0005575;GO:0008150
ENSDARG00000041081	GO:0005634;GO:0005694;GO:0006351;GO:0006355;GO:0007517;GO:0008168;GO:0016568;GO:0016740;GO:0018024;GO:0032259;GO:0034770;GO:0034773;GO:0040014;GO:0042799
ENSDARG00000041085	GO:0003674;GO:0008150;GO:0030027;GO:0042995
ENSDARG00000041092	GO:0005829;GO:0006508;GO:0016920
ENSDARG00000041098	GO:0000977;GO:0001228;GO:0001502;GO:0003677;GO:0005634;GO:0006355;GO:0006357;GO:0043565
ENSDARG00000041108	GO:0004177;GO:0004197;GO:0005615;GO:0005764;GO:0006508;GO:0006955;GO:0008233;GO:0008234;GO:0008656;GO:0016787;GO:0051603;GO:2001235
ENSDARG00000041110	GO:0005575
ENSDARG00000041113	GO:0007275;GO:0007368;GO:0070121
ENSDARG00000041115	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041117	GO:0001889;GO:0005102;GO:0005109;GO:0005576;GO:0005578;GO:0005615;GO:0007275;GO:0016055;GO:0030182;GO:0045165;GO:0048794;GO:0060070;GO:0072574
ENSDARG00000041133	GO:0007268;GO:0007416;GO:0008270;GO:0033130;GO:0043495;GO:0045202;GO:0046872
ENSDARG00000041137	GO:0005575;GO:0008152;GO:0016491
ENSDARG00000041140	GO:0003677;GO:0005634;GO:0006281;GO:0006974;GO:0016567
ENSDARG00000041145	GO:0003707;GO:0005496;GO:0005886;GO:0007275;GO:0008289;GO:0016020;GO:0016021;GO:0030154;GO:0048477;GO:0048545
ENSDARG00000041150	GO:0005313;GO:0006810;GO:0006811;GO:0006814;GO:0006836;GO:0007268;GO:0007601;GO:0015293;GO:0016020;GO:0016021;GO:0030054;GO:0030672;GO:0031410;GO:0043005;GO:0045202;GO:0050896;GO:0055085
ENSDARG00000041155	GO:0005634;GO:0006338;GO:0006342;GO:0006355;GO:0016568;GO:0016575;GO:0035267;GO:0043967;GO:0043968
ENSDARG00000041164	GO:0007165
ENSDARG00000041165	GO:0000166;GO:0005525;GO:0005739;GO:0005802;GO:0007264;GO:0015031;GO:0032438;GO:0042470
ENSDARG00000041170	GO:0005525;GO:0007264
ENSDARG00000041173	GO:0001994;GO:0004871;GO:0004930;GO:0004935;GO:0004937;GO:0005886;GO:0005887;GO:0007165;GO:0007186;GO:0007200;GO:0007204;GO:0007267;GO:0016020;GO:0016021;GO:0042593;GO:0045907;GO:0045987;GO:0071880
ENSDARG00000041179	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041182	GO:0003735;GO:0005840;GO:0006412;GO:0022625;GO:0030529
ENSDARG00000041203	GO:0005634;GO:0008150;GO:0046982
ENSDARG00000041205	GO:0005328;GO:0005332;GO:0005887;GO:0006810;GO:0006836;GO:0007268;GO:0015293;GO:0015812;GO:0016020;GO:0016021;GO:0043005
ENSDARG00000041215	GO:0000226;GO:0005509;GO:0022027;GO:0042384
ENSDARG00000041220	GO:0005622;GO:0008270;GO:0046872
ENSDARG00000041226	GO:0000350;GO:0000386;GO:0007049;GO:0051301;GO:0071013
ENSDARG00000041232	GO:0001525;GO:0001570;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0008270;GO:0022627;GO:0030218;GO:0030529;GO:0043009;GO:0048821;GO:0051726;GO:0060218;GO:0072332
ENSDARG00000041237	GO:0001104;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0006369;GO:0016592;GO:0070847
ENSDARG00000041243	GO:0003677;GO:0005634;GO:0005694;GO:0006351;GO:0006355;GO:0008168;GO:0008270;GO:0016568;GO:0016740;GO:0018024;GO:0032259;GO:0034968;GO:0046872
ENSDARG00000041252	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041294	GO:0035091
ENSDARG00000041295	GO:0005212;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000041299	GO:0000166;GO:0003676;GO:0005575
ENSDARG00000041300	GO:0008150
ENSDARG00000041306	GO:0003735;GO:0005739;GO:0008150
ENSDARG00000041314	GO:0005747;GO:0006120;GO:0008137
ENSDARG00000041317	GO:0005096;GO:0007165
ENSDARG00000041323	GO:0003676;GO:0003677;GO:0005575;GO:0006355
ENSDARG00000041332	GO:0005643;GO:0005783;GO:0016020;GO:0016021;GO:0017056;GO:0034613;GO:0051292;GO:0071786
ENSDARG00000041340	GO:0003735;GO:0005739;GO:0005762;GO:0005840;GO:0006412;GO:0030529
ENSDARG00000041348	GO:0004497;GO:0005506;GO:0009410;GO:0016020;GO:0016021;GO:0016491;GO:0016705;GO:0020037;GO:0032355;GO:0046872;GO:0055114
ENSDARG00000041361	GO:0000166;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0006468;GO:0007049;GO:0007060;GO:0007093;GO:0016301;GO:0016310;GO:0016321;GO:0016740;GO:0031101;GO:0046872;GO:0051301;GO:0051304;GO:0060249
ENSDARG00000041362	GO:0000815;GO:0005737;GO:0006810;GO:0007034;GO:0008565;GO:0015031;GO:0045324
ENSDARG00000041363	GO:0003674
ENSDARG00000041375	GO:0016020;GO:0016021
ENSDARG00000041376	GO:0000166;GO:0005634;GO:0006260
ENSDARG00000041378	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041379	GO:0005509;GO:0046872
ENSDARG00000041391	GO:0006810;GO:0016020;GO:0016021
ENSDARG00000041394	GO:0005575;GO:0006457;GO:0051082
ENSDARG00000041399	GO:0004888;GO:0004930;GO:0007166;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000041400	GO:0003674;GO:0005743;GO:0005747;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000041411	GO:0000150;GO:0000166;GO:0000400;GO:0000724;GO:0000730;GO:0000794;GO:0003677;GO:0003690;GO:0003697;GO:0004520;GO:0005524;GO:0005654;GO:0006259;GO:0006281;GO:0006312;GO:0007131;GO:0008094;GO:0010212;GO:0042148;GO:0046686;GO:0051597;GO:0070192;GO:1990426
ENSDARG00000041413	GO:0004888;GO:0004930;GO:0007166;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000041414	GO:0006915;GO:0043065
ENSDARG00000041417	GO:0015991;GO:0016020;GO:0016021;GO:0033180;GO:0046933;GO:0046961
ENSDARG00000041421	GO:0001947;GO:0006644;GO:0007007;GO:0007507;GO:0008152;GO:0008374;GO:0016746;GO:0031224;GO:0031307;GO:0031966;GO:0035965;GO:0045823
ENSDARG00000041428	GO:0000049;GO:0002949;GO:0003725;GO:0005737;GO:0006450;GO:0016779
ENSDARG00000041429	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041430	GO:0000122;GO:0001710;GO:0001889;GO:0005125;GO:0005160;GO:0005576;GO:0005615;GO:0006461;GO:0007368;GO:0008083;GO:0009950;GO:0009953;GO:0010862;GO:0021703;GO:0022008;GO:0030509;GO:0030903;GO:0040007;GO:0042074;GO:0042664;GO:0042803;GO:0042981;GO:0043408;GO:0045168;GO:0046982;GO:0048264;GO:0048752;GO:0055015;GO:0060030;GO:0060395;GO:0060876;GO:0070700;GO:0090008
ENSDARG00000041431	GO:0005262;GO:0005509;GO:0005887;GO:0006874;GO:0008273;GO:0016020;GO:0016021;GO:0030955;GO:0031402;GO:0055085
ENSDARG00000041435	GO:0003735;GO:0005840;GO:0006412;GO:0030529
ENSDARG00000041449	GO:0003674;GO:0007275;GO:0009966;GO:0016020;GO:0030947;GO:0048514
ENSDARG00000041450	GO:0001525;GO:0001944;GO:0005525;GO:0006887;GO:0007264;GO:0015031;GO:0032402;GO:0055037;GO:0070121
ENSDARG00000041454	GO:0001594;GO:0004871;GO:0004930;GO:0007165;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000041462	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0007346;GO:0016301;GO:0016310;GO:0016740;GO:0043066;GO:0046777
ENSDARG00000041466	GO:0001594;GO:0004871;GO:0004930;GO:0007165;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000041481	GO:0043009
ENSDARG00000041483	GO:0003707;GO:0005496;GO:0005886;GO:0016020;GO:0016021;GO:0048545
ENSDARG00000041490	GO:0006695;GO:0010873;GO:0010898;GO:0015485;GO:0017127;GO:0019433;GO:0030300;GO:0031102;GO:0031210;GO:0033344;GO:0033700;GO:0034364;GO:0034372;GO:0034380;GO:0042157;GO:0042627;GO:0042632;GO:0043691;GO:0045723;GO:0046470;GO:0051006;GO:0060030;GO:0060228;GO:0070328;GO:0072562;GO:0090504
ENSDARG00000041502	GO:0005114;GO:0005125;GO:0005160;GO:0005576;GO:0005615;GO:0007179;GO:0008083;GO:0010862;GO:0016049;GO:0035677;GO:0040007;GO:0042127;GO:0042981;GO:0043408;GO:0048468;GO:0048840;GO:0048919;GO:0048920;GO:0048922;GO:0060395
ENSDARG00000041503	GO:0001104;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0016592;GO:0070847
ENSDARG00000041511	GO:0005778;GO:0005779;GO:0007031;GO:0008270;GO:0016558;GO:0046872
ENSDARG00000041538	GO:0005763;GO:0008150
ENSDARG00000041540	GO:0001517;GO:0001537;GO:0004304;GO:0004394;GO:0005737;GO:0006584;GO:0006629;GO:0006805;GO:0008146;GO:0008202;GO:0008210;GO:0016232;GO:0016740;GO:0017095;GO:0018721;GO:0018722;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0019111;GO:0034930;GO:0050694;GO:0050698;GO:0051922;GO:0080131
ENSDARG00000041546	GO:0005515;GO:0016020;GO:0016021;GO:0019897
ENSDARG00000041554	GO:0016020;GO:0016021
ENSDARG00000041569	GO:0004620;GO:0005615;GO:0010296;GO:0016298;GO:0016787;GO:0018731;GO:0018732;GO:0018733;GO:0018734;GO:0034892;GO:0035460;GO:0043905;GO:0043906;GO:0043907;GO:0043908;GO:0047376;GO:0050253;GO:0052689;GO:0052767;GO:0052768;GO:0080030;GO:0080031;GO:0080032
ENSDARG00000041570	GO:0000166;GO:0005840;GO:0030529
ENSDARG00000041572	GO:0001078;GO:0001085;GO:0001947;GO:0003676;GO:0003677;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0030097;GO:0030218;GO:0030219;GO:0046872
ENSDARG00000041575	GO:0005739
ENSDARG00000041581	GO:0000166;GO:0000287;GO:0003676;GO:0003677;GO:0004672;GO:0004674;GO:0004713;GO:0004715;GO:0005524;GO:0005634;GO:0006351;GO:0006355;GO:0006468;GO:0007067;GO:0016301;GO:0016310;GO:0016740;GO:0045893;GO:0046872
ENSDARG00000041586	GO:0000166;GO:0003676;GO:0004004;GO:0004386;GO:0005524;GO:0005730;GO:0006396;GO:0008026;GO:0016787;GO:0044822
ENSDARG00000041592	GO:0000151;GO:0031624;GO:0032182;GO:0045116;GO:0051443;GO:0097602
ENSDARG00000041595	GO:0004620;GO:0005615;GO:0010296;GO:0016298;GO:0016787;GO:0018731;GO:0018732;GO:0018733;GO:0018734;GO:0031514;GO:0034892;GO:0035460;GO:0043905;GO:0043906;GO:0043907;GO:0043908;GO:0047376;GO:0050253;GO:0052689;GO:0052767;GO:0052768;GO:0080030;GO:0080031;GO:0080032
ENSDARG00000041599	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041600	GO:0005737
ENSDARG00000041602	GO:0003674;GO:0009235
ENSDARG00000041607	GO:0005515;GO:0005737;GO:0006417;GO:0008190;GO:0014743;GO:0017148;GO:0045947
ENSDARG00000041616	GO:0005794;GO:0006486;GO:0008378;GO:0016020;GO:0016021;GO:0016740;GO:0016757
ENSDARG00000041617	GO:0004550;GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0048515;GO:1902176
ENSDARG00000041621	GO:0005737;GO:0005856;GO:0005886;GO:0005929;GO:0007368;GO:0007369;GO:0016020;GO:0031514;GO:0032402;GO:0034464;GO:0035058;GO:0036064;GO:0042384;GO:0042995;GO:0046907;GO:0051877;GO:0060170;GO:0070121;GO:1903441
ENSDARG00000041623	GO:0010038;GO:0010043;GO:0046686;GO:0046688;GO:0046872;GO:0051597
ENSDARG00000041631	GO:0003674;GO:0008150
ENSDARG00000041644	GO:0006508;GO:0008237;GO:0008241;GO:0016020;GO:0016021
ENSDARG00000041645	GO:0004866;GO:0005576;GO:0005615
ENSDARG00000041660	GO:0004871;GO:0004930;GO:0004985;GO:0005887;GO:0007165;GO:0007186;GO:0007187;GO:0007218;GO:0007268;GO:0016020;GO:0016021;GO:0038046;GO:0042923;GO:0043005
ENSDARG00000041685	GO:0004866;GO:0005576;GO:0005615
ENSDARG00000041691	GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0045892;GO:0046983
ENSDARG00000041702	GO:0000978;GO:0003309;GO:0003310;GO:0003311;GO:0003677;GO:0003700;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0007275;GO:0030154;GO:0031018;GO:0035774;GO:0042593;GO:0044212;GO:0045944;GO:0050796;GO:0090104
ENSDARG00000041703	GO:0004872;GO:0005840;GO:0006412;GO:0015031;GO:0016020;GO:0016021;GO:0030176
ENSDARG00000041705	GO:0002376;GO:0002504;GO:0006955;GO:0016020;GO:0016021;GO:0019882;GO:0042613
ENSDARG00000041706	GO:0005634;GO:0006355;GO:0014032;GO:0048703
ENSDARG00000041708	GO:0008080
ENSDARG00000041723	GO:0000166;GO:0003924;GO:0005200;GO:0005525;GO:0005737;GO:0005856;GO:0005874;GO:0007017
ENSDARG00000041724	GO:0005576
ENSDARG00000041728	GO:0000139;GO:0004571;GO:0005509;GO:0005783;GO:0006491;GO:0008152;GO:0008933;GO:0015923;GO:0015924;GO:0015925;GO:0015926;GO:0015927;GO:0015928;GO:0015929;GO:0016020;GO:0016021;GO:0016160;GO:0016787;GO:0016798;GO:0044653;GO:0044654;GO:0052736;GO:0052769;GO:0052859
ENSDARG00000041729	GO:0005198;GO:0008150
ENSDARG00000041735	GO:0016020;GO:0016021;GO:0060027
ENSDARG00000041736	GO:0005739;GO:0008152;GO:0016491
ENSDARG00000041747	GO:0003674;GO:0005887;GO:0008150;GO:0016010;GO:0016020;GO:0016021
ENSDARG00000041750	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041776	GO:0008146;GO:0015016;GO:0016020;GO:0016021;GO:0016787
ENSDARG00000041787	GO:0005886;GO:0005921;GO:0005922;GO:0007154;GO:0016020;GO:0016021;GO:0030054
ENSDARG00000041791	GO:0005975;GO:0016020;GO:0016021;GO:0016758
ENSDARG00000041797	GO:0005886;GO:0005921;GO:0005922;GO:0007154;GO:0016020;GO:0016021;GO:0030054
ENSDARG00000041811	GO:0005840;GO:0030529
ENSDARG00000041830	GO:0043565
ENSDARG00000041835	GO:0002548;GO:0005125;GO:0005576;GO:0005615;GO:0006935;GO:0006954;GO:0006955;GO:0007186;GO:0008009;GO:0030593;GO:0043547;GO:0048020;GO:0048247;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356
ENSDARG00000041848	GO:0005887;GO:0006995;GO:0008519;GO:0015695;GO:0015696;GO:0016020;GO:0016021;GO:0019740;GO:0072488
ENSDARG00000041858	GO:0002003;GO:0004190;GO:0005615;GO:0005764;GO:0006508;GO:0008233;GO:0016787
ENSDARG00000041870	GO:0005929;GO:0005930;GO:0007275;GO:0030992;GO:0031514;GO:0032006;GO:0036064;GO:0042384;GO:0042995;GO:0045494;GO:0048793;GO:0060041;GO:0060271
ENSDARG00000041873	GO:0008152;GO:0016491
ENSDARG00000041875	GO:0005634;GO:0005737;GO:0006301;GO:0031625;GO:0035370;GO:0061630;GO:0070534
ENSDARG00000041887	GO:0000389;GO:0003723;GO:0005686;GO:0006396;GO:0071004;GO:0071013
ENSDARG00000041908	GO:0008270;GO:0016579;GO:0036459;GO:0043484;GO:0046872;GO:0048855
ENSDARG00000041917	GO:0002548;GO:0005125;GO:0005576;GO:0005615;GO:0006935;GO:0006954;GO:0006955;GO:0007186;GO:0008009;GO:0030593;GO:0043547;GO:0048020;GO:0048247;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356
ENSDARG00000041919	GO:0002548;GO:0005125;GO:0005576;GO:0005615;GO:0006935;GO:0006954;GO:0006955;GO:0007186;GO:0008009;GO:0030593;GO:0043547;GO:0048020;GO:0048247;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356
ENSDARG00000041923	GO:0005125;GO:0005576;GO:0005615;GO:0006935;GO:0006955;GO:0008009
ENSDARG00000041925	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000041944	GO:0002100;GO:0003824;GO:0003933;GO:0006400;GO:0008033;GO:0008251;GO:0008270;GO:0016787;GO:0034547;GO:0034548;GO:0034549;GO:0043723;GO:0043829;GO:0044682;GO:0046872;GO:0052717;GO:0052718
ENSDARG00000041947	GO:0004672;GO:0004715;GO:0005102;GO:0005524;GO:0006468;GO:0007169;GO:0016020;GO:0016021;GO:0016477;GO:0030154;GO:0031234;GO:0038083;GO:0042127;GO:0045087
ENSDARG00000041959	GO:0001637;GO:0001667;GO:0001764;GO:0004871;GO:0004930;GO:0004950;GO:0005886;GO:0006935;GO:0007165;GO:0007186;GO:0007281;GO:0007411;GO:0008354;GO:0009887;GO:0016020;GO:0016021;GO:0016477;GO:0016494;GO:0021730;GO:0030516;GO:0030900;GO:0031290;GO:0032496;GO:0042119;GO:0042246;GO:0048920;GO:0050918;GO:0050930;GO:0090024
ENSDARG00000041976	GO:0005125;GO:0005126;GO:0005576;GO:0005615;GO:0006954;GO:0007166;GO:0071222
ENSDARG00000041980	GO:0005261;GO:0005887;GO:0016020;GO:0016021
ENSDARG00000041982	GO:0004222;GO:0005578;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0031012
ENSDARG00000041991	GO:0006364;GO:0030515;GO:0032040
ENSDARG00000041998	GO:0004872;GO:0005102;GO:0005887;GO:0005913;GO:0007156;GO:0007157;GO:0008037;GO:0016020;GO:0016021;GO:0042803;GO:0050839
ENSDARG00000042000	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016310;GO:0016740
ENSDARG00000042004	GO:0003677;GO:0003700;GO:0006355;GO:0016602
ENSDARG00000042005	GO:0000123;GO:0002098;GO:0003824;GO:0004402;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0006357;GO:0006368;GO:0007399;GO:0007409;GO:0008023;GO:0008080;GO:0008607;GO:0016740;GO:0016746;GO:0033588;GO:0046872;GO:0051536
ENSDARG00000042014	GO:0004497;GO:0004507;GO:0005506;GO:0005743;GO:0006704;GO:0008203;GO:0016491;GO:0016705;GO:0016709;GO:0020037;GO:0032342;GO:0034650;GO:0044550;GO:0046872;GO:0047783;GO:0055114;GO:0071375
ENSDARG00000042018	GO:0008270;GO:0046872
ENSDARG00000042021	GO:0000166;GO:0004672;GO:0004674;GO:0004707;GO:0005524;GO:0005737;GO:0006351;GO:0006355;GO:0006468;GO:0016301;GO:0016310;GO:0016740
ENSDARG00000042025	GO:0003674;GO:0048598;GO:0072669
ENSDARG00000042030	GO:0005634;GO:0005643;GO:0005654;GO:0005737;GO:0005829;GO:0006606;GO:0006607;GO:0006810;GO:0008139;GO:0008565;GO:0015031
ENSDARG00000042032	GO:0003677;GO:0003700;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0007275;GO:0007420;GO:0043565
ENSDARG00000042033	GO:0006480;GO:0008168
ENSDARG00000042041	GO:0000977;GO:0000981;GO:0005634;GO:0007420;GO:0021514;GO:0046983
ENSDARG00000042054	GO:0001056;GO:0003677;GO:0003899;GO:0005666;GO:0006383
ENSDARG00000042063	GO:0030246
ENSDARG00000042069	GO:0003674;GO:0005575;GO:0008150
