seq	name.x	term	lev	value	swissProt	name.y	egn	db	description
ORTHOMCL5783	protein complex binding	GO:0032403	3	1	Q3B7N2	ACTN1_BOVIN	ACTN1	BOVIN	actinin alpha 1 [Source:VGNC Symbol;Acc:VGNC:25581]
ORTHOMCL6373	protein complex binding	GO:0032403	3	1	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ORTHOMCL6448	protein complex binding	GO:0032403	3	1	Q9UDT6	CLIP2_HUMAN	CLIP2	HUMAN	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
ORTHOMCL7131	protein complex binding	GO:0032403	3	1	Q6H9L7	ISM2_HUMAN	ISM2	HUMAN	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
ORTHOMCL8060	protein complex binding	GO:0032403	3	1	Q8IVL0	NAV3_HUMAN	NAV3	HUMAN	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]
ORTHOMCL8234	protein complex binding	GO:0032403	3	1	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ORTHOMCL837	protein complex binding	GO:0032403	3	1	O16127	TPM_ECHGR	TPM	ECHGR	none
ORTHOMCL8658	protein complex binding	GO:0032403	3	1	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ORTHOMCL13749	Rho GTPase binding	GO:0017048	3	1	Q3UTQ8	CDKL5_MOUSE	CDKL5	MOUSE	none
ORTHOMCL16201	Rho GTPase binding	GO:0017048	3	1	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ORTHOMCL16368	Rho GTPase binding	GO:0017048	3	1	P0C5Y8	ALS2_RAT	ALS2	RAT	none
ORTHOMCL17846	Rho GTPase binding	GO:0017048	3	1	Q3U5C8	ARHGG_MOUSE	ARHGG	MOUSE	none
ORTHOMCL21753	Rho GTPase binding	GO:0017048	3	1	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL2684	Rho GTPase binding	GO:0017048	3	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL8658	Rho GTPase binding	GO:0017048	3	1	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ORTHOMCL9617	Rho GTPase binding	GO:0017048	3	1	Q96N67	DOCK7_HUMAN	DOCK7	HUMAN	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]
ORTHOMCL9787	Rho GTPase binding	GO:0017048	3	1	F1LYQ8	FARP1_RAT	FARP1	RAT	none
ORTHOMCL11938	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	Q58EX7	PKHG4_HUMAN	PKHG4	HUMAN	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
ORTHOMCL12486	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	F1M0Z1	TRIO_RAT	TRIO	RAT	none
ORTHOMCL15626	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	O15085	ARHGB_HUMAN	ARHGB	HUMAN	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]
ORTHOMCL16201	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ORTHOMCL16368	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	P0C5Y8	ALS2_RAT	ALS2	RAT	none
ORTHOMCL17846	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	Q3U5C8	ARHGG_MOUSE	ARHGG	MOUSE	none
ORTHOMCL21753	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL2684	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL9787	Rho guanyl-nucleotide exchange factor activity	GO:0005089	2	1	F1LYQ8	FARP1_RAT	FARP1	RAT	none
ORTHOMCL16201	structural constituent of muscle	GO:0008307	2	1	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ORTHOMCL21753	structural constituent of muscle	GO:0008307	2	1	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL2526	structural constituent of muscle	GO:0008307	2	1	P19352	TPM2_CHICK	TPM2	CHICK	Tropomyosin beta chain  [Source:UniProtKB/Swiss-Prot;Acc:P19352]
ORTHOMCL2684	structural constituent of muscle	GO:0008307	2	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL3836	structural constituent of muscle	GO:0008307	2	1	O16127	TPM_ECHGR	TPM	ECHGR	none
ORTHOMCL837	structural constituent of muscle	GO:0008307	2	1	O16127	TPM_ECHGR	TPM	ECHGR	none
ORTHOMCL9688	structural constituent of muscle	GO:0008307	2	1	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
ORTHOMCL10853	structural molecule activity	GO:0005198	1	1	Q13308	PTK7_HUMAN	PTK7	HUMAN	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
ORTHOMCL11301	structural molecule activity	GO:0005198	1	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL12064	structural molecule activity	GO:0005198	1	1	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL12605	structural molecule activity	GO:0005198	1	1	O08658	NUP88_RAT	NUP88	RAT	none
ORTHOMCL12636	structural molecule activity	GO:0005198	1	1	Q9Y490	TLN1_HUMAN	TLN1	HUMAN	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ORTHOMCL12979	structural molecule activity	GO:0005198	1	1	Q8TDM6	DLG5_HUMAN	DLG5	HUMAN	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]
ORTHOMCL13636	structural molecule activity	GO:0005198	1	1	P11047	LAMC1_HUMAN	LAMC1	HUMAN	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
ORTHOMCL16201	structural molecule activity	GO:0005198	1	1	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ORTHOMCL17866	structural molecule activity	GO:0005198	1	1	P12270	TPR_HUMAN	TPR	HUMAN	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]
ORTHOMCL18576	structural molecule activity	GO:0005198	1	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL21753	structural molecule activity	GO:0005198	1	1	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL2526	structural molecule activity	GO:0005198	1	1	P19352	TPM2_CHICK	TPM2	CHICK	Tropomyosin beta chain  [Source:UniProtKB/Swiss-Prot;Acc:P19352]
ORTHOMCL2684	structural molecule activity	GO:0005198	1	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL3836	structural molecule activity	GO:0005198	1	1	O16127	TPM_ECHGR	TPM	ECHGR	none
ORTHOMCL5027	structural molecule activity	GO:0005198	1	1	Q3ZBX6	RM03_BOVIN	RM03	BOVIN	mitochondrial ribosomal protein L3 [Source:VGNC Symbol;Acc:VGNC:31630]
ORTHOMCL5490	structural molecule activity	GO:0005198	1	1	Q12955	ANK3_HUMAN	ANK3	HUMAN	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
ORTHOMCL6348	structural molecule activity	GO:0005198	1	1	P08120	CO4A1_DROME	CO4A1	DROME	Collagen type IV alpha 1 [Source:FlyBase;Acc:FBgn0000299]
ORTHOMCL7418	structural molecule activity	GO:0005198	1	1	O43432	IF4G3_HUMAN	IF4G3	HUMAN	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]
ORTHOMCL8112	structural molecule activity	GO:0005198	1	1	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL837	structural molecule activity	GO:0005198	1	1	O16127	TPM_ECHGR	TPM	ECHGR	none
ORTHOMCL8494	structural molecule activity	GO:0005198	1	1	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ORTHOMCL8503	structural molecule activity	GO:0005198	1	1	P02466	CO1A2_RAT	CO1A2	RAT	none
ORTHOMCL8723	structural molecule activity	GO:0005198	1	1	Q6VAB6	KSR2_HUMAN	KSR2	HUMAN	kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610]
ORTHOMCL877	structural molecule activity	GO:0005198	1	1	P55344	LMIP_HUMAN	LMIP	HUMAN	lens intrinsic membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6610]
ORTHOMCL9682	structural molecule activity	GO:0005198	1	1	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL9688	structural molecule activity	GO:0005198	1	1	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
