ortho	swissProt	name	egn	db	description
340	ORTHOMCL6708	P13994	CC130_HUMAN	CC130	HUMAN	coiled-coil domain containing 130 [Source:HGNC Symbol;Acc:HGNC:28118]
341	ORTHOMCL6735	Q9NVM6	DJC17_HUMAN	DJC17	HUMAN	DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556]
342	ORTHOMCL6865	P56706	WNT7B_HUMAN	WNT7B	HUMAN	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]
343	ORTHOMCL6923	P82914	RT15_HUMAN	RT15	HUMAN	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]
344	ORTHOMCL7119	Q9P2W9	STX18_HUMAN	STX18	HUMAN	syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942]
345	ORTHOMCL7211	Q8TDW5	SYTL5_HUMAN	SYTL5	HUMAN	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]
346	ORTHOMCL7237	O75563	SKAP2_HUMAN	SKAP2	HUMAN	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]
347	ORTHOMCL7242	P27986	P85A_HUMAN	P85A	HUMAN	phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]
348	ORTHOMCL7406	Q15678	PTN14_HUMAN	PTN14	HUMAN	protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]
349	ORTHOMCL7434	Q9NVU0	RPC5_HUMAN	RPC5	HUMAN	RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]
350	ORTHOMCL7448	Q8IXJ9	ASXL1_HUMAN	ASXL1	HUMAN	additional sex combs like 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:18318]
351	ORTHOMCL7502	A8K8P3	SFI1_HUMAN	SFI1	HUMAN	SFI1 centrin binding protein [Source:HGNC Symbol;Acc:HGNC:29064]
352	ORTHOMCL7506	Q9BY27	DGC6L_HUMAN	DGC6L	HUMAN	DiGeorge syndrome critical region gene 6 like [Source:HGNC Symbol;Acc:HGNC:18551]
353	ORTHOMCL7528	P51659	DHB4_HUMAN	DHB4	HUMAN	hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]
354	ORTHOMCL7541	P29120	NEC1_HUMAN	NEC1	HUMAN	proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol;Acc:HGNC:8743]
355	ORTHOMCL7543	P20073	ANXA7_HUMAN	ANXA7	HUMAN	annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
356	ORTHOMCL7569	O14672	ADA10_HUMAN	ADA10	HUMAN	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]
357	ORTHOMCL7668	Q96BR5	COA7_HUMAN	COA7	HUMAN	cytochrome c oxidase assembly factor 7 (putative) [Source:HGNC Symbol;Acc:HGNC:25716]
358	ORTHOMCL7675	P16157	ANK1_HUMAN	ANK1	HUMAN	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]
359	ORTHOMCL7711	Q15435	PP1R7_HUMAN	PP1R7	HUMAN	protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]
360	ORTHOMCL7717	P23760	PAX3_HUMAN	PAX3	HUMAN	paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]
361	ORTHOMCL8025	Q9NRH2	SNRK_HUMAN	SNRK	HUMAN	SNF related kinase [Source:HGNC Symbol;Acc:HGNC:30598]
362	ORTHOMCL8112	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
363	ORTHOMCL8152	Q8TC26	TM163_HUMAN	TM163	HUMAN	transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380]
364	ORTHOMCL8170	Q14157	UBP2L_HUMAN	UBP2L	HUMAN	ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]
365	ORTHOMCL8189	O95905	ECD_HUMAN	ECD	HUMAN	ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029]
366	ORTHOMCL8207	Q08174	PCDH1_HUMAN	PCDH1	HUMAN	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]
367	ORTHOMCL8213	O15068	MCF2L_HUMAN	MCF2L	HUMAN	MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]
368	ORTHOMCL8225	Q8NFA0	UBP32_HUMAN	UBP32	HUMAN	ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]
369	ORTHOMCL8227	Q9NZE8	RM35_HUMAN	RM35	HUMAN	mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]
370	ORTHOMCL8241	Q96MS3	GL1D1_HUMAN	GL1D1	HUMAN	glycosyltransferase 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26483]
371	ORTHOMCL8256	Q96GD3	SCMH1_HUMAN	SCMH1	HUMAN	Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]
372	ORTHOMCL8278	Q9NS37	ZHANG_HUMAN	ZHANG	HUMAN	CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]
373	ORTHOMCL8300	Q9UNA1	RHG26_HUMAN	RHG26	HUMAN	Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]
374	ORTHOMCL8349	O43581	SYT7_HUMAN	SYT7	HUMAN	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]
375	ORTHOMCL8356	P16333	NCK1_HUMAN	NCK1	HUMAN	NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]
376	ORTHOMCL8401	O43602	DCX_HUMAN	DCX	HUMAN	doublecortin [Source:HGNC Symbol;Acc:HGNC:2714]
377	ORTHOMCL8410	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
378	ORTHOMCL8417	Q18PE1	DOK7_HUMAN	DOK7	HUMAN	docking protein 7 [Source:HGNC Symbol;Acc:HGNC:26594]
379	ORTHOMCL8423	O76095	JTB_HUMAN	JTB	HUMAN	jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]
380	ORTHOMCL8455	Q12788	TBL3_HUMAN	TBL3	HUMAN	transducin beta like 3 [Source:HGNC Symbol;Acc:HGNC:11587]
381	ORTHOMCL8481	P11717	MPRI_HUMAN	MPRI	HUMAN	insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]
382	ORTHOMCL8492	P43405	KSYK_HUMAN	KSYK	HUMAN	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]
383	ORTHOMCL8512	Q9BQ24	ZFY21_HUMAN	ZFY21	HUMAN	zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]
384	ORTHOMCL8569	Q12986	NFX1_HUMAN	NFX1	HUMAN	nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]
385	ORTHOMCL8595	Q9H8K7	CJ088_HUMAN	CJ088	HUMAN	chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]
386	ORTHOMCL8631	Q9H4G4	GAPR1_HUMAN	GAPR1	HUMAN	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]
387	ORTHOMCL8658	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
388	ORTHOMCL8661	Q9BX10	GTPB2_HUMAN	GTPB2	HUMAN	GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]
389	ORTHOMCL8697	Q08378	GOGA3_HUMAN	GOGA3	HUMAN	golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]
390	ORTHOMCL8731	Q6IPM2	IQCE_HUMAN	IQCE	HUMAN	IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]
391	ORTHOMCL8749	Q8N4W9	ZN808_HUMAN	ZN808	HUMAN	zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]
392	ORTHOMCL9045	Q96MS0	ROBO3_HUMAN	ROBO3	HUMAN	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]
393	ORTHOMCL9113	Q8NCA5	FA98A_HUMAN	FA98A	HUMAN	family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520]
394	ORTHOMCL9115	P0CAP2	GRL1A_HUMAN	GRL1A	HUMAN	RNA polymerase II subunit M [Source:HGNC Symbol;Acc:HGNC:14862]
395	ORTHOMCL9136	P27694	RFA1_HUMAN	RFA1	HUMAN	replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]
396	ORTHOMCL9266	Q13619	CUL4A_HUMAN	CUL4A	HUMAN	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]
397	ORTHOMCL9280	P54886	P5CS_HUMAN	P5CS	HUMAN	aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]
398	ORTHOMCL9303	Q6IQ20	NAPEP_HUMAN	NAPEP	HUMAN	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
399	ORTHOMCL9414	O95620	DUS4L_HUMAN	DUS4L	HUMAN	dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]
400	ORTHOMCL9515	O43347	MSI1H_HUMAN	MSI1H	HUMAN	musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]
401	ORTHOMCL9526	O60306	AQR_HUMAN	AQR	HUMAN	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]
402	ORTHOMCL9529	Q14974	IMB1_HUMAN	IMB1	HUMAN	karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]
403	ORTHOMCL9565	Q7Z4V5	HDGR2_HUMAN	HDGR2	HUMAN	HDGF like 2 [Source:HGNC Symbol;Acc:HGNC:14680]
404	ORTHOMCL9586	Q13905	RPGF1_HUMAN	RPGF1	HUMAN	Rap guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4568]
405	ORTHOMCL9617	Q96N67	DOCK7_HUMAN	DOCK7	HUMAN	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]
406	ORTHOMCL9627	O15417	TNC18_HUMAN	TNC18	HUMAN	trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]
407	ORTHOMCL9682	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
408	ORTHOMCL9688	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
409	ORTHOMCL9701	O43897	TLL1_HUMAN	TLL1	HUMAN	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
410	ORTHOMCL9737	Q9NR82	KCNQ5_HUMAN	KCNQ5	HUMAN	potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]
411	ORTHOMCL9776	Q92538	GBF1_HUMAN	GBF1	HUMAN	golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]
412	ORTHOMCL9788	Q53TQ3	IN80D_HUMAN	IN80D	HUMAN	INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]
413	ORTHOMCL9804	P36956	SRBP1_HUMAN	SRBP1	HUMAN	sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]
414	ORTHOMCL9817	Q6P161	RM54_HUMAN	RM54	HUMAN	mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]
415	ORTHOMCL9932	O95935	TBX18_HUMAN	TBX18	HUMAN	T-box 18 [Source:HGNC Symbol;Acc:HGNC:11595]
416	ORTHOMCL9933	Q8NDN9	RCBT1_HUMAN	RCBT1	HUMAN	RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]
417	ORTHOMCL9991	Q8NG68	TTL_HUMAN	TTL	HUMAN	tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]
418	ORTHOMCL10140	Q9H6P5	TASP1_HUMAN	TASP1	HUMAN	taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]
419	ORTHOMCL10147	P08962	CD63_HUMAN	CD63	HUMAN	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]
420	ORTHOMCL10176	O00463	TRAF5_HUMAN	TRAF5	HUMAN	TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
421	ORTHOMCL10640	O00602	FCN1_HUMAN	FCN1	HUMAN	ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]
422	ORTHOMCL10912	Q8NC51	PAIRB_HUMAN	PAIRB	HUMAN	SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]
423	ORTHOMCL10931	A8K979	ERI2_HUMAN	ERI2	HUMAN	ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]
424	ORTHOMCL11622	Q9HAR2	AGRL3_HUMAN	AGRL3	HUMAN	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
425	ORTHOMCL11746	O95185	UNC5C_HUMAN	UNC5C	HUMAN	unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
426	ORTHOMCL11757	Q5TCZ1	SPD2A_HUMAN	SPD2A	HUMAN	SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]
427	ORTHOMCL12116	Q9NP59	S40A1_HUMAN	S40A1	HUMAN	solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]
428	ORTHOMCL12905	Q9UBN4	TRPC4_HUMAN	TRPC4	HUMAN	transient receptor potential cation channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:12336]
429	ORTHOMCL13102	O60494	CUBN_HUMAN	CUBN	HUMAN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]
430	ORTHOMCL13184	P10253	LYAG_HUMAN	LYAG	HUMAN	glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]
431	ORTHOMCL13713	P51003	PAPOA_HUMAN	PAPOA	HUMAN	poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]
432	ORTHOMCL13788	Q3YBR2	TBRG1_HUMAN	TBRG1	HUMAN	transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551]
433	ORTHOMCL13935	Q9UBU9	NXF1_HUMAN	NXF1	HUMAN	nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]
434	ORTHOMCL14148	Q13217	DNJC3_HUMAN	DNJC3	HUMAN	DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]
435	ORTHOMCL14181	Q7Z407	CSMD3_HUMAN	CSMD3	HUMAN	CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]
436	ORTHOMCL14258	P53814	SMTN_HUMAN	SMTN	HUMAN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
437	ORTHOMCL14412	Q96KE9	BTBD6_HUMAN	BTBD6	HUMAN	BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19897]
438	ORTHOMCL14608	Q6UXX9	RSPO2_HUMAN	RSPO2	HUMAN	R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]
439	ORTHOMCL14708	Q460N5	PAR14_HUMAN	PAR14	HUMAN	poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]
440	ORTHOMCL1482	Q9Y4L5	RN115_HUMAN	RN115	HUMAN	ring finger protein 115 [Source:HGNC Symbol;Acc:HGNC:18154]
441	ORTHOMCL15652	P14543	NID1_HUMAN	NID1	HUMAN	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
442	ORTHOMCL15832	O94988	FA13A_HUMAN	FA13A	HUMAN	family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]
443	ORTHOMCL15850	O95980	RECK_HUMAN	RECK	HUMAN	reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]
444	ORTHOMCL1606	Q9UBR2	CATZ_HUMAN	CATZ	HUMAN	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
445	ORTHOMCL16201	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
446	ORTHOMCL16436	O14617	AP3D1_HUMAN	AP3D1	HUMAN	adaptor related protein complex 3 delta 1 subunit [Source:HGNC Symbol;Acc:HGNC:568]
447	ORTHOMCL16690	Q92859	NEO1_HUMAN	NEO1	HUMAN	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]
448	ORTHOMCL16906	P11362	FGFR1_HUMAN	FGFR1	HUMAN	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]
449	ORTHOMCL16938	O95436	NPT2B_HUMAN	NPT2B	HUMAN	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]
450	ORTHOMCL17404	Q92896	GSLG1_HUMAN	GSLG1	HUMAN	golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]
451	ORTHOMCL17848	Q9BW72	HIG2A_HUMAN	HIG2A	HUMAN	HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311]
452	ORTHOMCL17894	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
453	ORTHOMCL18290	P19838	NFKB1_HUMAN	NFKB1	HUMAN	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]
454	ORTHOMCL1886	Q99715	COCA1_HUMAN	COCA1	HUMAN	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
455	ORTHOMCL19162	Q9BXL7	CAR11_HUMAN	CAR11	HUMAN	caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]
456	ORTHOMCL2019	P13591	NCAM1_HUMAN	NCAM1	HUMAN	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
457	ORTHOMCL2052	P51397	DAP1_HUMAN	DAP1	HUMAN	death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]
458	ORTHOMCL2197	O75410	TACC1_HUMAN	TACC1	HUMAN	transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]
459	ORTHOMCL2424	Q9NRG9	AAAS_HUMAN	AAAS	HUMAN	aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]
460	ORTHOMCL2454	Q10586	DBP_HUMAN	DBP	HUMAN	D-box binding PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:2697]
461	ORTHOMCL2572	O43257	ZNHI1_HUMAN	ZNHI1	HUMAN	zinc finger HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]
462	ORTHOMCL2580	O75167	PHAR2_HUMAN	PHAR2	HUMAN	phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]
463	ORTHOMCL2617	Q86XN7	PRSR1_HUMAN	PRSR1	HUMAN	proline and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:20291]
464	ORTHOMCL2684	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
465	ORTHOMCL2787	Q8WUK0	PTPM1_HUMAN	PTPM1	HUMAN	protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]
466	ORTHOMCL2813	P53990	IST1_HUMAN	IST1	HUMAN	IST1, ESCRT-III associated factor [Source:HGNC Symbol;Acc:HGNC:28977]
467	ORTHOMCL3418	Q96NA8	TSNA1_HUMAN	TSNA1	HUMAN	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]
468	ORTHOMCL3451	Q9UBB4	ATX10_HUMAN	ATX10	HUMAN	ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]
469	ORTHOMCL3590	Q96DI7	SNR40_HUMAN	SNR40	HUMAN	small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]
470	ORTHOMCL3852	Q08623	HDHD1_HUMAN	HDHD1	HUMAN	pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]
471	ORTHOMCL4033	A6NFN3	RFOX3_HUMAN	RFOX3	HUMAN	RNA binding fox-1 homolog 3 [Source:HGNC Symbol;Acc:HGNC:27097]
472	ORTHOMCL4060	Q8N0Z2	ABRA_HUMAN	ABRA	HUMAN	actin binding Rho activating protein [Source:HGNC Symbol;Acc:HGNC:30655]
473	ORTHOMCL4068	Q8TBB5	KLDC4_HUMAN	KLDC4	HUMAN	kelch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25272]
474	ORTHOMCL4070	P31350	RIR2_HUMAN	RIR2	HUMAN	ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]
475	ORTHOMCL4075	Q9Y426	C2CD2_HUMAN	C2CD2	HUMAN	C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
476	ORTHOMCL4092	O94966	UBP19_HUMAN	UBP19	HUMAN	ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617]
477	ORTHOMCL4286	Q6ZMY6	WDR88_HUMAN	WDR88	HUMAN	WD repeat domain 88 [Source:HGNC Symbol;Acc:HGNC:26999]
478	ORTHOMCL4301	Q99674	CGRE1_HUMAN	CGRE1	HUMAN	cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]
479	ORTHOMCL4302	Q9BSD7	NTPCR_HUMAN	NTPCR	HUMAN	nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]
480	ORTHOMCL4870	Q9NXE8	CWC25_HUMAN	CWC25	HUMAN	CWC25 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:25989]
481	ORTHOMCL4957	Q96DX8	RTP4_HUMAN	RTP4	HUMAN	receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]
482	ORTHOMCL5003	Q86UP6	CUZD1_HUMAN	CUZD1	HUMAN	CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]
483	ORTHOMCL5513	O43615	TIM44_HUMAN	TIM44	HUMAN	translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]
484	ORTHOMCL5554	Q6P996	PDXD1_HUMAN	PDXD1	HUMAN	pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]
485	ORTHOMCL5579	P23229	ITA6_HUMAN	ITA6	HUMAN	integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]
486	ORTHOMCL5732	O43490	PROM1_HUMAN	PROM1	HUMAN	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]
487	ORTHOMCL5825	O43897	TLL1_HUMAN	TLL1	HUMAN	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
488	ORTHOMCL5850	P78314	3BP2_HUMAN	3BP2	HUMAN	SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]
489	ORTHOMCL5879	P29074	PTN4_HUMAN	PTN4	HUMAN	protein tyrosine phosphatase, non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]
490	ORTHOMCL5887	Q6P1A2	MBOA5_HUMAN	MBOA5	HUMAN	lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
491	ORTHOMCL6001	Q96QF0	RAB3I_HUMAN	RAB3I	HUMAN	RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]
492	ORTHOMCL6357	Q15434	RBMS2_HUMAN	RBMS2	HUMAN	RNA binding motif single stranded interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9909]
493	ORTHOMCL6528	Q96B97	SH3K1_HUMAN	SH3K1	HUMAN	SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]
494	ORTHOMCL6557	P48380	RFX3_HUMAN	RFX3	HUMAN	regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984]
495	ORTHOMCL6564	P48052	CBPA2_HUMAN	CBPA2	HUMAN	carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297]
496	ORTHOMCL6603	Q9NRL2	BAZ1A_HUMAN	BAZ1A	HUMAN	bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]
497	ORTHOMCL6620	Q8N129	CNPY4_HUMAN	CNPY4	HUMAN	canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631]
498	ORTHOMCL6697	Q92541	RTF1_HUMAN	RTF1	HUMAN	RTF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:28996]
499	ORTHOMCL673	Q9BRA2	TXD17_HUMAN	TXD17	HUMAN	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]
500	ORTHOMCL6814	Q14247	SRC8_HUMAN	SRC8	HUMAN	cortactin [Source:HGNC Symbol;Acc:HGNC:3338]
501	ORTHOMCL7123	Q8TDN4	CABL1_HUMAN	CABL1	HUMAN	Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097]
502	ORTHOMCL7247	O15118	NPC1_HUMAN	NPC1	HUMAN	NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897]
503	ORTHOMCL7286	O43318	M3K7_HUMAN	M3K7	HUMAN	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]
504	ORTHOMCL7384	Q6ZUJ8	BCAP_HUMAN	BCAP	HUMAN	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
505	ORTHOMCL7408	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
506	ORTHOMCL7469	Q9BYT3	STK33_HUMAN	STK33	HUMAN	serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]
507	ORTHOMCL7472	P34981	TRFR_HUMAN	TRFR	HUMAN	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]
508	ORTHOMCL7507	Q9NR16	C163B_HUMAN	C163B	HUMAN	CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
509	ORTHOMCL7720	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
510	ORTHOMCL7728	P58335	ANTR2_HUMAN	ANTR2	HUMAN	anthrax toxin receptor 2 [Source:HGNC Symbol;Acc:HGNC:21732]
511	ORTHOMCL7760	Q5JYT7	K1755_HUMAN	K1755	HUMAN	KIAA1755 [Source:HGNC Symbol;Acc:HGNC:29372]
