ortho	swissProt	name	egn	db	description
343	ORTHOMCL7251	Q13233	M3K1_HUMAN	M3K1	HUMAN	mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]
344	ORTHOMCL7263	O95980	RECK_HUMAN	RECK	HUMAN	reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]
345	ORTHOMCL7287	Q659C4	LAR1B_HUMAN	LAR1B	HUMAN	La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
346	ORTHOMCL7369	O60733	PLPL9_HUMAN	PLPL9	HUMAN	phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]
347	ORTHOMCL7404	Q15054	DPOD3_HUMAN	DPOD3	HUMAN	DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]
348	ORTHOMCL7446	O15034	RIMB2_HUMAN	RIMB2	HUMAN	RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]
349	ORTHOMCL7474	Q6UUV9	CRTC1_HUMAN	CRTC1	HUMAN	CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]
350	ORTHOMCL7495	Q8WWW0	RASF5_HUMAN	RASF5	HUMAN	Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]
351	ORTHOMCL7549	P29371	NK3R_HUMAN	NK3R	HUMAN	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]
352	ORTHOMCL7585	Q9H4I8	SEHL2_HUMAN	SEHL2	HUMAN	serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446]
353	ORTHOMCL7611	Q96G27	WBP1_HUMAN	WBP1	HUMAN	WW domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12737]
354	ORTHOMCL7703	O60934	NBN_HUMAN	NBN	HUMAN	nibrin [Source:HGNC Symbol;Acc:HGNC:7652]
355	ORTHOMCL7746	Q96ES7	SGF29_HUMAN	SGF29	HUMAN	SAGA complex associated factor 29 [Source:HGNC Symbol;Acc:HGNC:25156]
356	ORTHOMCL7871	Q8ND56	LS14A_HUMAN	LS14A	HUMAN	LSM14A, mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]
357	ORTHOMCL7949	Q9H2K0	IF3M_HUMAN	IF3M	HUMAN	mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]
358	ORTHOMCL8024	Q9GZS1	RPA49_HUMAN	RPA49	HUMAN	RNA polymerase I subunit E [Source:HGNC Symbol;Acc:HGNC:17631]
359	ORTHOMCL8035	Q15057	ACAP2_HUMAN	ACAP2	HUMAN	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]
360	ORTHOMCL8040	Q9UKT5	FBX4_HUMAN	FBX4	HUMAN	F-box protein 4 [Source:HGNC Symbol;Acc:HGNC:13583]
361	ORTHOMCL8060	Q8IVL0	NAV3_HUMAN	NAV3	HUMAN	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]
362	ORTHOMCL8112	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
363	ORTHOMCL8234	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
364	ORTHOMCL8241	Q96MS3	GL1D1_HUMAN	GL1D1	HUMAN	glycosyltransferase 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26483]
365	ORTHOMCL8248	Q9HBR0	S38AA_HUMAN	S38AA	HUMAN	solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237]
366	ORTHOMCL8256	Q96GD3	SCMH1_HUMAN	SCMH1	HUMAN	Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]
367	ORTHOMCL8273	Q5PRF9	SMAG2_HUMAN	SMAG2	HUMAN	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]
368	ORTHOMCL8289	Q7L2J0	MEPCE_HUMAN	MEPCE	HUMAN	methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]
369	ORTHOMCL8345	P48634	PRC2A_HUMAN	PRC2A	HUMAN	proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]
370	ORTHOMCL8356	P16333	NCK1_HUMAN	NCK1	HUMAN	NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]
371	ORTHOMCL8374	Q9UJT0	TBE_HUMAN	TBE	HUMAN	tubulin epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775]
372	ORTHOMCL8382	P08237	PFKAM_HUMAN	PFKAM	HUMAN	phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]
373	ORTHOMCL8405	P30085	KCY_HUMAN	KCY	HUMAN	cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]
374	ORTHOMCL8485	Q08170	SRSF4_HUMAN	SRSF4	HUMAN	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]
375	ORTHOMCL8492	P43405	KSYK_HUMAN	KSYK	HUMAN	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]
376	ORTHOMCL8494	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
377	ORTHOMCL8543	O14672	ADA10_HUMAN	ADA10	HUMAN	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]
378	ORTHOMCL8623	Q6VMQ6	MCAF1_HUMAN	MCAF1	HUMAN	activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]
379	ORTHOMCL8658	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
380	ORTHOMCL8697	Q08378	GOGA3_HUMAN	GOGA3	HUMAN	golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]
381	ORTHOMCL8723	Q6VAB6	KSR2_HUMAN	KSR2	HUMAN	kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610]
382	ORTHOMCL8787	Q13825	AUHM_HUMAN	AUHM	HUMAN	AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]
383	ORTHOMCL8909	Q9Y5X5	NPFF2_HUMAN	NPFF2	HUMAN	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]
384	ORTHOMCL9068	P85299	PRR5_HUMAN	PRR5	HUMAN	proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]
385	ORTHOMCL9079	Q86XZ4	SPAS2_HUMAN	SPAS2	HUMAN	spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]
386	ORTHOMCL9115	P0CAP2	GRL1A_HUMAN	GRL1A	HUMAN	RNA polymerase II subunit M [Source:HGNC Symbol;Acc:HGNC:14862]
387	ORTHOMCL9136	P27694	RFA1_HUMAN	RFA1	HUMAN	replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]
388	ORTHOMCL9227	Q96P65	QRFPR_HUMAN	QRFPR	HUMAN	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]
389	ORTHOMCL9243	P13984	T2FB_HUMAN	T2FB	HUMAN	general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]
390	ORTHOMCL9316	Q9UNN5	FAF1_HUMAN	FAF1	HUMAN	Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]
391	ORTHOMCL9347	P42229	STA5A_HUMAN	STA5A	HUMAN	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
392	ORTHOMCL9388	Q9BRP4	PAAF1_HUMAN	PAAF1	HUMAN	proteasomal ATPase associated factor 1 [Source:HGNC Symbol;Acc:HGNC:25687]
393	ORTHOMCL9414	O95620	DUS4L_HUMAN	DUS4L	HUMAN	dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]
394	ORTHOMCL9423	Q5VVB8	TM244_HUMAN	TM244	HUMAN	transmembrane protein 244 [Source:HGNC Symbol;Acc:HGNC:21571]
395	ORTHOMCL9492	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
396	ORTHOMCL9511	Q15853	USF2_HUMAN	USF2	HUMAN	upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]
397	ORTHOMCL9515	O43347	MSI1H_HUMAN	MSI1H	HUMAN	musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]
398	ORTHOMCL9530	O95071	UBR5_HUMAN	UBR5	HUMAN	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
399	ORTHOMCL9572	Q9NPI1	BRD7_HUMAN	BRD7	HUMAN	bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]
400	ORTHOMCL9595	Q8IZD4	DCP1B_HUMAN	DCP1B	HUMAN	decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]
401	ORTHOMCL9613	Q86UV5	UBP48_HUMAN	UBP48	HUMAN	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]
402	ORTHOMCL9617	Q96N67	DOCK7_HUMAN	DOCK7	HUMAN	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]
403	ORTHOMCL9631	Q8IYR2	SMYD4_HUMAN	SMYD4	HUMAN	SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21067]
404	ORTHOMCL9653	Q9H9Q4	NHEJ1_HUMAN	NHEJ1	HUMAN	non-homologous end joining factor 1 [Source:HGNC Symbol;Acc:HGNC:25737]
405	ORTHOMCL9655	O94762	RECQ5_HUMAN	RECQ5	HUMAN	RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950]
406	ORTHOMCL9666	Q9UPR3	SMG5_HUMAN	SMG5	HUMAN	SMG5, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]
407	ORTHOMCL9682	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
408	ORTHOMCL9688	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
409	ORTHOMCL9749	Q13615	MTMR3_HUMAN	MTMR3	HUMAN	myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]
410	ORTHOMCL9776	Q92538	GBF1_HUMAN	GBF1	HUMAN	golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]
411	ORTHOMCL9851	Q8N441	FGRL1_HUMAN	FGRL1	HUMAN	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
412	ORTHOMCL9934	Q9NRM2	ZN277_HUMAN	ZN277	HUMAN	zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070]
413	ORTHOMCL10147	P08962	CD63_HUMAN	CD63	HUMAN	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]
414	ORTHOMCL10790	Q3T8J9	GON4L_HUMAN	GON4L	HUMAN	gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]
415	ORTHOMCL10890	Q9H1D0	TRPV6_HUMAN	TRPV6	HUMAN	transient receptor potential cation channel subfamily V member 6 [Source:HGNC Symbol;Acc:HGNC:14006]
416	ORTHOMCL10937	Q9UJT1	TBD_HUMAN	TBD	HUMAN	tubulin delta 1 [Source:HGNC Symbol;Acc:HGNC:16811]
417	ORTHOMCL11015	Q9NXS3	KLH28_HUMAN	KLH28	HUMAN	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
418	ORTHOMCL11465	O15021	MAST4_HUMAN	MAST4	HUMAN	microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
419	ORTHOMCL11595	Q9UBD5	ORC3_HUMAN	ORC3	HUMAN	origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489]
420	ORTHOMCL11928	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
421	ORTHOMCL12014	Q15399	TLR1_HUMAN	TLR1	HUMAN	toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]
422	ORTHOMCL12064	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
423	ORTHOMCL12283	P29274	AA2AR_HUMAN	AA2AR	HUMAN	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]
424	ORTHOMCL12412	Q1MSJ5	CSPP1_HUMAN	CSPP1	HUMAN	centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]
425	ORTHOMCL12555	P49792	RBP2_HUMAN	RBP2	HUMAN	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]
426	ORTHOMCL1269	Q8IUI8	CRLF3_HUMAN	CRLF3	HUMAN	cytokine receptor like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]
427	ORTHOMCL13102	O60494	CUBN_HUMAN	CUBN	HUMAN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]
428	ORTHOMCL13225	Q86U86	PB1_HUMAN	PB1	HUMAN	polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]
429	ORTHOMCL13269	Q8IY67	RAVR1_HUMAN	RAVR1	HUMAN	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]
430	ORTHOMCL13370	Q2TB18	ASTE1_HUMAN	ASTE1	HUMAN	asteroid homolog 1 [Source:HGNC Symbol;Acc:HGNC:25021]
431	ORTHOMCL13628	Q15399	TLR1_HUMAN	TLR1	HUMAN	toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]
432	ORTHOMCL13909	O75618	DEDD_HUMAN	DEDD	HUMAN	death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]
433	ORTHOMCL14229	P17658	KCNA6_HUMAN	KCNA6	HUMAN	potassium voltage-gated channel subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:6225]
434	ORTHOMCL14258	P53814	SMTN_HUMAN	SMTN	HUMAN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
435	ORTHOMCL14894	Q6V0I7	FAT4_HUMAN	FAT4	HUMAN	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
436	ORTHOMCL1501	P18848	ATF4_HUMAN	ATF4	HUMAN	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]
437	ORTHOMCL15074	Q8IWR1	TRI59_HUMAN	TRI59	HUMAN	tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]
438	ORTHOMCL15391	O60242	AGRB3_HUMAN	AGRB3	HUMAN	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
439	ORTHOMCL15984	Q4LDE5	SVEP1_HUMAN	SVEP1	HUMAN	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]
440	ORTHOMCL1606	Q9UBR2	CATZ_HUMAN	CATZ	HUMAN	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
441	ORTHOMCL16076	P78357	CNTP1_HUMAN	CNTP1	HUMAN	contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]
442	ORTHOMCL16201	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
443	ORTHOMCL16323	A6BM72	MEG11_HUMAN	MEG11	HUMAN	multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]
444	ORTHOMCL16444	Q8IYJ2	CJ067_HUMAN	CJ067	HUMAN	chromosome 10 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:28716]
445	ORTHOMCL1666	P05549	AP2A_HUMAN	AP2A	HUMAN	transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]
446	ORTHOMCL16938	O95436	NPT2B_HUMAN	NPT2B	HUMAN	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]
447	ORTHOMCL17462	Q6P6B7	ANR16_HUMAN	ANR16	HUMAN	ankyrin repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:23471]
448	ORTHOMCL17894	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
449	ORTHOMCL18154	P0C862	C1T9A_HUMAN	C1T9A	HUMAN	C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732]
450	ORTHOMCL18782	O60504	VINEX_HUMAN	VINEX	HUMAN	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]
451	ORTHOMCL1886	Q99715	COCA1_HUMAN	COCA1	HUMAN	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
452	ORTHOMCL18983	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
453	ORTHOMCL19328	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
454	ORTHOMCL2019	P13591	NCAM1_HUMAN	NCAM1	HUMAN	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
455	ORTHOMCL2067	P19419	ELK1_HUMAN	ELK1	HUMAN	ELK1, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3321]
456	ORTHOMCL2213	P08582	TRFM_HUMAN	TRFM	HUMAN	melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]
457	ORTHOMCL2310	O43822	CU002_HUMAN	CU002	HUMAN	chromosome 21 open reading frame 2 [Source:HGNC Symbol;Acc:HGNC:1260]
458	ORTHOMCL2347	Q16836	HCDH_HUMAN	HCDH	HUMAN	hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]
459	ORTHOMCL2658	Q96KP6	TNIP3_HUMAN	TNIP3	HUMAN	TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]
460	ORTHOMCL2684	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
461	ORTHOMCL2804	Q99727	TIMP4_HUMAN	TIMP4	HUMAN	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]
462	ORTHOMCL3153	O75340	PDCD6_HUMAN	PDCD6	HUMAN	programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765]
463	ORTHOMCL3264	Q5T1C6	THEM4_HUMAN	THEM4	HUMAN	thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:17947]
464	ORTHOMCL3473	O15527	OGG1_HUMAN	OGG1	HUMAN	8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]
465	ORTHOMCL3530	P85037	FOXK1_HUMAN	FOXK1	HUMAN	forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]
466	ORTHOMCL3738	Q10567	AP1B1_HUMAN	AP1B1	HUMAN	adaptor related protein complex 1 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:554]
467	ORTHOMCL3753	O14901	KLF11_HUMAN	KLF11	HUMAN	Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]
468	ORTHOMCL3769	Q9NUM3	S39A9_HUMAN	S39A9	HUMAN	solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]
469	ORTHOMCL3780	Q8N1A6	CD033_HUMAN	CD033	HUMAN	chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:27025]
470	ORTHOMCL4067	Q99807	COQ7_HUMAN	COQ7	HUMAN	coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]
471	ORTHOMCL4186	P42575	CASP2_HUMAN	CASP2	HUMAN	caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503]
472	ORTHOMCL4573	Q0P5N6	ARL16_HUMAN	ARL16	HUMAN	ADP ribosylation factor like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902]
473	ORTHOMCL4622	A1L162	ERIC2_HUMAN	ERIC2	HUMAN	glutamate rich 2 [Source:HGNC Symbol;Acc:HGNC:44395]
474	ORTHOMCL5079	P40222	TXLNA_HUMAN	TXLNA	HUMAN	taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]
475	ORTHOMCL5125	P56962	STX17_HUMAN	STX17	HUMAN	syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]
476	ORTHOMCL5137	O43639	NCK2_HUMAN	NCK2	HUMAN	NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]
477	ORTHOMCL5371	Q9BXP5	SRRT_HUMAN	SRRT	HUMAN	serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]
478	ORTHOMCL5423	Q8WYA6	CTBL1_HUMAN	CTBL1	HUMAN	catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]
479	ORTHOMCL5487	Q8N371	KDM8_HUMAN	KDM8	HUMAN	lysine demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840]
480	ORTHOMCL5490	Q12955	ANK3_HUMAN	ANK3	HUMAN	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
481	ORTHOMCL5623	Q9H0R1	AP5M1_HUMAN	AP5M1	HUMAN	adaptor related protein complex 5 mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:20192]
482	ORTHOMCL5640	Q9Y3I1	FBX7_HUMAN	FBX7	HUMAN	F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]
483	ORTHOMCL5646	Q8N573	OXR1_HUMAN	OXR1	HUMAN	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]
484	ORTHOMCL5710	P08133	ANXA6_HUMAN	ANXA6	HUMAN	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]
485	ORTHOMCL5732	O43490	PROM1_HUMAN	PROM1	HUMAN	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]
486	ORTHOMCL5825	O43897	TLL1_HUMAN	TLL1	HUMAN	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
487	ORTHOMCL5855	Q13114	TRAF3_HUMAN	TRAF3	HUMAN	TNF receptor associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]
488	ORTHOMCL5879	P29074	PTN4_HUMAN	PTN4	HUMAN	protein tyrosine phosphatase, non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]
489	ORTHOMCL5957	Q9NQZ2	SAS10_HUMAN	SAS10	HUMAN	UTP3, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]
490	ORTHOMCL6143	Q5M9Q1	NKAPL_HUMAN	NKAPL	HUMAN	NFKB activating protein like [Source:HGNC Symbol;Acc:HGNC:21584]
491	ORTHOMCL6175	Q96FK6	WDR89_HUMAN	WDR89	HUMAN	WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]
492	ORTHOMCL6232	P15056	BRAF_HUMAN	BRAF	HUMAN	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
493	ORTHOMCL6435	Q14642	I5P1_HUMAN	I5P1	HUMAN	inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]
494	ORTHOMCL6447	Q499Z3	SLNL1_HUMAN	SLNL1	HUMAN	schlafen like 1 [Source:HGNC Symbol;Acc:HGNC:26313]
495	ORTHOMCL6448	Q9UDT6	CLIP2_HUMAN	CLIP2	HUMAN	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
496	ORTHOMCL6653	Q8IXZ2	ZC3H3_HUMAN	ZC3H3	HUMAN	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]
497	ORTHOMCL6659	Q96AX1	VP33A_HUMAN	VP33A	HUMAN	VPS33A, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:18179]
498	ORTHOMCL6660	Q8IW41	MAPK5_HUMAN	MAPK5	HUMAN	mitogen-activated protein kinase-activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889]
499	ORTHOMCL6677	Q9UPW5	CBPC1_HUMAN	CBPC1	HUMAN	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17258]
500	ORTHOMCL6986	Q96MU7	YTDC1_HUMAN	YTDC1	HUMAN	YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
501	ORTHOMCL719	O60519	CRBL2_HUMAN	CRBL2	HUMAN	cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]
502	ORTHOMCL7286	O43318	M3K7_HUMAN	M3K7	HUMAN	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]
503	ORTHOMCL7384	Q6ZUJ8	BCAP_HUMAN	BCAP	HUMAN	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
504	ORTHOMCL7418	O43432	IF4G3_HUMAN	IF4G3	HUMAN	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]
505	ORTHOMCL7472	P34981	TRFR_HUMAN	TRFR	HUMAN	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]
506	ORTHOMCL7507	Q9NR16	C163B_HUMAN	C163B	HUMAN	CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
507	ORTHOMCL7524	O00461	GOLI4_HUMAN	GOLI4	HUMAN	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
508	ORTHOMCL7623	Q96LD8	SENP8_HUMAN	SENP8	HUMAN	SUMO/sentrin peptidase family member, NEDD8 specific [Source:HGNC Symbol;Acc:HGNC:22992]
509	ORTHOMCL7637	O60658	PDE8A_HUMAN	PDE8A	HUMAN	phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]
510	ORTHOMCL7720	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
511	ORTHOMCL8079	P29371	NK3R_HUMAN	NK3R	HUMAN	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]
512	ORTHOMCL8437	Q5XG87	PAPD7_HUMAN	PAPD7	HUMAN	poly(A) RNA polymerase D7, non-canonical [Source:HGNC Symbol;Acc:HGNC:16705]
513	ORTHOMCL8545	Q15366	PCBP2_HUMAN	PCBP2	HUMAN	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]
514	ORTHOMCL877	P55344	LMIP_HUMAN	LMIP	HUMAN	lens intrinsic membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6610]
